time (s),input (us),force (lb)
0.346,1850,7.81
0.348,1850,9.56
0.350,1850,10.02
0.352,1850,7.67
0.354,1850,8.59
0.356,1850,9.59
0.358,1850,7.24
0.360,1850,8.09
0.362,1850,9.59
0.364,1850,8.45
0.366,1850,9.16
0.368,1850,9.84
0.370,1850,9.24
0.372,1850,7.49
0.374,1850,9.06
0.376,1850,8.92
0.378,1850,7.13
0.380,1850,8.99
0.382,1850,9.52
0.384,1850,8.67
0.386,1850,9.02
0.388,1850,9.24
0.390,1850,9.02
0.392,1850,7.99
0.394,1850,9.91
0.396,1850,8.63
0.398,1850,7.02
0.400,1850,9.49
0.402,1850,9.24
0.404,1850,8.02
0.406,1850,9.13
0.408,1850,9.20
0.410,1850,8.63
0.412,1850,8.09
0.414,1850,9.95
0.416,1850,8.45
0.418,1850,7.67
0.420,1850,10.24
0.422,1850,8.74
0.424,1850,8.13
0.426,1850,8.81
0.428,1850,9.52
0.430,1850,8.31
0.432,1850,7.95
0.434,1850,9.74
0.436,1850,7.17
0.438,1850,7.49
0.440,1850,9.91
0.442,1850,8.52
0.444,1850,8.27
0.446,1850,9.63
0.448,1850,9.49
0.450,1850,7.92
0.452,1850,8.17
0.454,1850,9.63
0.456,1850,7.38
0.458,1850,8.31
0.460,1850,9.59
0.462,1850,8.20
0.464,1850,8.63
0.466,1850,9.56
0.468,1850,9.20
0.470,1850,7.56
0.472,1850,8.81
0.474,1850,9.59
0.476,1850,7.49
0.478,1850,9.09
0.480,1850,9.41
0.482,1850,7.84
0.484,1850,9.20
0.486,1850,9.88
0.488,1850,8.92
0.490,1850,7.52
0.492,1850,9.20
0.494,1850,8.92
0.496,1850,7.20
0.498,1850,9.38
0.500,1850,9.31
0.502,1850,8.31
0.504,1850,8.70
0.506,1850,9.24
0.508,1850,8.27
0.510,1850,8.24
0.512,1850,9.88
0.514,1850,8.31
0.516,1850,7.34
0.518,1850,9.45
0.520,1850,8.81
0.522,1850,8.06
0.524,1850,9.06
0.526,1850,9.45
0.528,1850,7.74
0.530,1850,7.52
0.532,1850,9.77
0.534,1850,7.52
0.536,1850,7.63
0.538,1850,9.70
0.540,1850,8.49
0.542,1850,8.34
0.544,1850,9.24
0.546,1850,9.16
0.548,1850,7.59
0.550,1850,8.38
0.552,1850,9.88
0.554,1850,7.45
0.556,1850,8.34
0.558,1850,9.45
0.560,1850,7.99
0.562,1850,8.27
0.564,1850,9.27
0.566,1850,9.49
0.568,1850,7.74
0.570,1850,9.27
0.572,1850,9.91
0.574,1850,6.92
0.576,1850,8.95
0.578,1850,9.74
0.580,1850,8.67
0.582,1850,9.13
0.584,1850,9.77
0.586,1850,8.88
0.588,1850,7.17
0.590,1850,9.06
0.592,1850,8.81
0.594,1850,7.09
0.596,1850,9.06
0.598,1850,9.52
0.600,1850,8.27
0.602,1850,8.67
0.604,1850,9.38
0.606,1850,8.70
0.608,1850,7.49
0.610,1850,9.56
0.612,1850,8.24
0.614,1850,7.27
0.616,1850,9.70
0.618,1850,9.38
0.620,1850,7.70
0.622,1850,8.84
0.624,1850,9.74
0.626,1850,8.49
0.628,1850,7.59
0.630,1850,9.99
0.632,1850,7.74
0.634,1850,7.74
0.636,1850,10.06
0.638,1850,8.56
0.640,1850,7.67
0.642,1850,9.34
0.644,1850,9.88
0.646,1850,7.84
0.648,1850,7.84
0.650,1850,9.77
0.652,1850,7.63
0.654,1850,8.56
0.656,1850,10.02
0.658,1850,8.74
0.660,1850,8.74
0.662,1850,9.24
0.664,1850,9.13
0.666,1850,7.63
0.668,1850,8.70
0.670,1850,9.38
0.672,1850,7.38
0.674,1850,8.59
0.676,1850,9.20
0.678,1850,8.20
0.680,1850,8.81
0.682,1850,10.06
0.684,1850,8.88
0.686,1850,7.63
0.688,1850,9.09
0.690,1850,8.70
0.692,1850,7.09
0.694,1850,9.16
0.696,1850,9.31
0.698,1850,8.42
0.700,1850,9.45
0.702,1850,9.52
0.704,1850,8.56
0.706,1850,7.52
0.708,1850,9.70
0.710,1850,8.27
0.712,1850,7.24
0.714,1850,9.52
0.716,1850,8.70
0.718,1850,8.06
0.720,1850,9.06
0.722,1850,9.52
0.724,1850,8.67
0.726,1850,8.13
0.728,1850,10.45
0.730,1850,8.09
0.732,1850,7.34
0.734,1850,9.27
0.736,1850,8.52
0.738,1850,7.95
0.740,1850,9.09
0.742,1850,9.24
0.744,1850,7.95
0.746,1850,8.31
0.748,1850,9.95
0.750,1850,7.34
0.752,1850,8.27
0.754,1850,10.56
0.756,1850,8.45
0.758,1850,8.81
0.760,1850,9.70
0.762,1850,9.31
0.764,1850,7.45
0.766,1850,8.45
0.768,1850,9.38
0.770,1850,7.06
0.772,1850,8.59
0.774,1850,9.49
0.776,1850,8.67
0.778,1850,8.74
0.780,1850,9.70
0.782,1850,9.27
0.784,1850,7.88
0.786,1850,9.06
0.788,1850,8.84
0.790,1850,7.06
0.792,1850,9.34
0.794,1850,9.56
0.796,1850,8.31
0.798,1850,8.49
0.800,1850,9.49
0.802,1850,8.42
0.804,1850,7.70
0.806,1850,9.66
0.808,1850,8.56
0.810,1850,7.34
0.812,1850,9.88
0.814,1850,9.09
0.816,1850,7.95
0.818,1850,9.02
0.820,1850,9.95
0.822,1850,8.56
0.824,1850,7.31
0.826,1850,9.81
0.828,1850,7.99
0.830,1850,7.63
0.832,1850,9.81
0.834,1850,8.45
0.836,1850,7.77
0.838,1850,9.41
0.840,1850,9.66
0.842,1850,8.02
0.844,1850,8.24
0.846,1850,9.95
0.848,1850,7.81
0.850,1850,8.45
0.852,1850,9.74
0.854,1850,8.17
0.856,1850,8.27
0.858,1850,9.74
0.860,1850,9.59
0.862,1850,7.59
0.864,1850,8.88
0.866,1850,9.99
0.868,1850,6.88
0.870,1850,8.27
0.872,1850,9.52
0.874,1850,8.49
0.876,1850,9.16
0.878,1850,10.02
0.880,1850,9.24
0.882,1850,7.56
0.884,1850,9.24
0.886,1850,8.95
0.888,1850,7.17
0.890,1850,9.31
0.892,1850,9.70
0.894,1850,8.56
0.896,1850,9.16
0.898,1850,9.45
0.900,1850,8.56
0.902,1850,7.67
0.904,1850,9.77
0.906,1850,8.49
0.908,1850,7.13
0.910,1850,9.63
0.912,1850,9.38
0.914,1850,8.17
0.916,1850,8.81
0.918,1850,9.16
0.920,1850,8.56
0.922,1850,7.92
0.924,1850,9.88
0.926,1850,7.88
0.928,1850,7.59
0.930,1850,9.81
0.932,1850,8.63
0.934,1850,7.99
0.936,1850,9.41
0.938,1850,9.70
0.940,1850,8.31
0.942,1850,8.09
0.944,1850,9.74
0.946,1850,7.31
0.948,1850,7.92
0.950,1850,10.06
0.952,1850,8.59
0.954,1850,7.95
0.956,1850,9.16
0.958,1850,9.81
0.960,1850,7.77
0.962,1850,8.56
0.964,1850,9.63
0.966,1850,7.27
0.968,1850,8.67
0.970,1850,9.59
0.972,1850,8.45
0.974,1850,8.92
0.976,1850,10.09
0.978,1850,9.13
0.980,1850,7.59
0.982,1850,9.45
0.984,1850,9.27
0.986,1850,7.13
0.988,1850,9.06
0.990,1850,9.34
0.992,1850,8.38
0.994,1850,8.99
0.996,1850,9.41
0.998,1850,8.67
1.000,1850,7.45
1.002,1850,9.70
1.004,1850,8.49
1.006,1850,6.88
1.008,1850,9.95
1.010,1850,9.49
1.012,1850,8.27
1.014,1850,8.92
1.016,1850,9.45
1.018,1850,8.49
1.020,1850,7.88
1.022,1850,9.77
1.024,1850,7.84
1.026,1850,6.63
1.028,1850,9.63
1.030,1850,9.34
1.032,1850,7.99
1.034,1850,9.56
1.036,1850,9.81
1.038,1850,8.59
1.040,1850,8.06
1.042,1850,9.91
1.044,1850,7.42
1.046,1850,7.88
1.048,1850,10.24
1.050,1850,8.31
1.052,1850,8.17
1.054,1850,9.38
1.056,1850,9.45
1.058,1850,7.84
1.060,1850,8.27
1.062,1850,9.66
1.064,1850,7.42
1.066,1850,8.38
1.068,1850,9.74
1.070,1850,8.45
1.072,1850,8.24
1.074,1850,9.59
1.076,1850,9.34
1.078,1850,7.70
1.080,1850,9.20
1.082,1850,9.27
1.084,1850,7.06
1.086,1850,8.63
1.088,1850,9.52
1.090,1850,8.70
1.092,1850,9.24
1.094,1850,9.52
1.096,1850,8.81
1.098,1850,7.34
1.100,1850,9.59
1.102,1850,9.09
1.104,1850,7.34
1.106,1850,9.41
1.108,1850,9.56
1.110,1850,8.20
1.112,1850,8.99
1.114,1850,9.70
1.116,1850,8.81
1.118,1850,8.02
1.120,1850,9.70
1.122,1850,8.09
1.124,1850,7.09
1.126,1850,9.74
1.128,1850,9.13
1.130,1850,8.02
1.132,1850,9.20
1.134,1850,9.95
1.136,1850,8.59
1.138,1850,7.99
1.140,1850,9.70
1.142,1850,7.56
1.144,1850,7.59
1.146,1850,9.31
1.148,1850,8.49
1.150,1850,8.13
1.152,1850,9.45
1.154,1850,9.77
1.156,1850,8.56
1.158,1850,7.92
1.160,1850,9.63
1.162,1850,7.67
1.164,1850,8.74
1.166,1850,9.81
1.168,1850,8.13
1.170,1850,8.17
1.172,1850,9.34
1.174,1850,9.45
1.176,1850,7.77
1.178,1850,8.74
1.180,1850,9.56
1.182,1850,6.95
1.184,1850,8.20
1.186,1850,9.49
1.188,1850,8.56
1.190,1850,9.02
1.192,1850,9.63
1.194,1850,8.99
1.196,1850,7.27
1.198,1850,8.84
1.200,1850,9.20
1.202,1850,7.02
1.204,1850,9.09
1.206,1850,9.34
1.208,1850,8.49
1.210,1850,9.16
1.212,1850,9.52
1.214,1850,8.42
1.216,1850,7.20
1.218,1850,9.45
1.220,1850,8.81
1.222,1850,7.38
1.224,1850,9.95
1.226,1850,9.13
1.228,1850,8.24
1.230,1850,8.81
1.232,1850,9.49
1.234,1850,8.31
1.236,1850,7.59
1.238,1850,9.77
1.240,1850,8.09
1.242,1850,7.63
1.244,1850,9.49
1.246,1850,8.56
1.248,1850,7.95
1.250,1850,9.20
1.252,1850,9.63
1.254,1850,8.13
1.256,1850,8.09
1.258,1850,9.99
1.260,1850,7.81
1.262,1850,8.27
1.264,1850,9.88
1.266,1850,8.20
1.268,1850,8.20
1.270,1850,9.34
1.272,1850,9.24
1.274,1850,7.49
1.276,1850,8.63
1.278,1850,10.06
1.280,1850,7.42
1.282,1850,8.38
1.284,1850,9.38
1.286,1850,8.13
1.288,1850,8.81
1.290,1850,10.06
1.292,1850,9.24
1.294,1850,7.34
1.296,1850,9.24
1.298,1850,9.45
1.300,1850,7.17
1.302,1850,8.77
1.304,1850,9.31
1.306,1850,8.34
1.308,1850,9.09
1.310,1850,9.56
1.312,1850,8.74
1.314,1850,7.70
1.316,1850,9.52
1.318,1850,9.09
1.320,1850,7.52
1.322,1850,9.59
1.324,1850,9.45
1.326,1850,8.45
1.328,1850,9.16
1.330,1850,9.41
1.332,1850,8.42
1.334,1850,7.56
1.336,1850,9.81
1.338,1850,8.20
1.340,1850,6.70
1.342,1850,9.27
1.344,1850,8.92
1.346,1850,8.17
1.348,1850,9.09
1.350,1850,9.41
1.352,1850,8.34
1.354,1850,7.59
1.356,1850,9.52
1.358,1850,7.81
1.360,1850,7.88
1.362,1850,9.91
1.364,1850,8.42
1.366,1850,7.70
1.368,1850,8.77
1.370,1850,9.20
1.372,1850,7.99
1.374,1850,8.02
1.376,1850,10.16
1.378,1850,7.49
1.380,1850,8.02
1.382,1850,9.70
1.384,1850,8.27
1.386,1850,8.13
1.388,1850,9.38
1.390,1850,9.38
1.392,1850,7.34
1.394,1850,8.63
1.396,1850,9.81
1.398,1850,7.09
1.400,1850,8.49
1.402,1850,9.66
1.404,1850,8.42
1.406,1850,8.70
1.408,1850,9.63
1.410,1850,8.92
1.412,1850,7.42
1.414,1850,9.27
1.416,1850,9.27
1.418,1850,7.27
1.420,1850,9.31
1.422,1850,9.31
1.424,1850,8.24
1.426,1850,8.81
1.428,1850,9.88
1.430,1850,8.77
1.432,1850,7.31
1.434,1850,9.24
1.436,1850,8.59
1.438,1850,7.13
1.440,1850,9.63
1.442,1850,9.77
1.444,1850,8.42
1.446,1850,8.99
1.448,1850,9.27
1.450,1850,8.17
1.452,1850,7.17
1.454,1850,9.45
1.456,1850,8.24
1.458,1850,7.34
1.460,1850,9.84
1.462,1850,8.92
1.464,1850,7.95
1.466,1850,9.09
1.468,1850,9.59
1.470,1850,8.06
1.472,1850,7.67
1.474,1850,10.20
1.476,1850,7.81
1.478,1850,7.56
1.480,1850,9.66
1.482,1850,8.17
1.484,1850,7.63
1.486,1850,9.06
1.488,1850,9.56
1.490,1850,8.17
1.492,1850,8.27
1.494,1850,10.16
1.496,1850,7.34
1.498,1850,7.99
1.500,1850,9.56
1.502,1850,8.31
1.504,1850,8.59
1.506,1850,9.81
1.508,1850,9.16
1.510,1850,7.45
1.512,1850,8.34
1.514,1850,9.09
1.516,1850,7.06
1.518,1850,8.52
1.520,1850,9.56
1.522,1850,8.49
1.524,1850,8.74
1.526,1850,9.52
1.528,1850,9.06
1.530,1850,7.63
1.532,1850,9.02
1.534,1850,9.09
1.536,1850,6.81
1.538,1850,8.95
1.540,1850,9.56
1.542,1850,8.42
1.544,1850,9.02
1.546,1850,9.45
1.548,1850,8.88
1.550,1850,7.70
1.552,1850,9.45
1.554,1850,8.06
1.556,1850,6.77
1.558,1850,10.02
1.560,1850,9.45
1.562,1850,8.17
1.564,1850,8.84
1.566,1850,9.52
1.568,1850,8.45
1.570,1850,7.74
1.572,1850,9.70
1.574,1850,7.67
1.576,1850,7.56
1.578,1850,9.88
1.580,1850,8.49
1.582,1850,7.59
1.584,1850,8.77
1.586,1850,9.31
1.588,1850,8.13
1.590,1850,7.84
1.592,1850,10.13
1.594,1850,8.02
1.596,1850,8.56
1.598,1850,9.95
1.600,1850,8.45
1.602,1850,7.95
1.604,1850,9.09
1.606,1850,9.45
1.608,1850,7.56
1.610,1850,7.84
1.612,1850,9.70
1.614,1850,7.52
1.616,1850,8.34
1.618,1850,9.66
1.620,1850,7.81
1.622,1850,8.42
1.624,1850,9.45
1.626,1850,9.20
1.628,1850,7.06
1.630,1850,8.70
1.632,1850,9.56
1.634,1850,7.02
1.636,1850,8.77
1.638,1850,9.63
1.640,1850,8.45
1.642,1850,8.63
1.644,1850,9.95
1.646,1850,9.06
1.648,1850,7.24
1.650,1850,9.63
1.652,1850,8.45
1.654,1850,6.42
1.656,1850,9.27
1.658,1850,9.41
1.660,1850,7.88
1.662,1850,8.92
1.664,1850,9.66
1.666,1850,8.74
1.668,1850,7.70
1.670,1850,9.77
1.672,1850,8.20
1.674,1850,7.17
1.676,1850,9.66
1.678,1850,8.74
1.680,1850,7.74
1.682,1850,9.02
1.684,1850,8.92
1.686,1850,7.81
1.688,1850,7.92
1.690,1850,10.13
1.692,1850,7.70
1.694,1850,7.56
1.696,1850,9.88
1.698,1850,8.45
1.700,1850,7.52
1.702,1850,9.20
1.704,1850,9.63
1.706,1850,7.92
1.708,1850,8.63
1.710,1850,10.27
1.712,1850,8.09
1.714,1850,8.52
1.716,1850,9.66
1.718,1850,8.09
1.720,1850,7.99
1.722,1850,9.13
1.724,1850,9.13
1.726,1850,7.20
1.728,1850,8.74
1.730,1850,9.91
1.732,1850,6.95
1.734,1650,8.63
1.736,1650,9.74
1.738,1650,8.38
1.740,1650,9.16
1.742,1650,9.95
1.744,1650,8.88
1.746,1650,7.06
1.748,1650,8.02
1.750,1650,6.24
1.752,1650,2.06
1.754,1650,1.13
1.756,1650,-0.36
1.758,1650,-2.08
1.760,1650,-0.90
1.762,1650,1.31
1.764,1650,2.88
1.766,1650,3.38
1.768,1650,4.13
1.770,1650,3.67
1.772,1650,2.42
1.774,1650,2.46
1.776,1650,2.46
1.778,1650,2.63
1.780,1650,2.88
1.782,1650,3.78
1.784,1650,3.92
1.786,1650,3.74
1.788,1650,3.63
1.790,1650,3.17
1.792,1650,1.96
1.794,1650,1.92
1.796,1650,1.88
1.798,1650,2.42
1.800,1650,2.88
1.802,1650,3.24
1.804,1650,2.56
1.806,1650,1.85
1.808,1650,1.28
1.810,1650,1.35
1.812,1650,1.78
1.814,1650,2.67
1.816,1650,3.03
1.818,1650,3.06
1.820,1650,2.99
1.822,1650,3.24
1.824,1650,2.85
1.826,1650,3.24
1.828,1650,3.56
1.830,1650,3.06
1.832,1650,2.46
1.834,1650,2.74
1.836,1650,2.35
1.838,1650,2.13
1.840,1650,2.10
1.842,1650,2.06
1.844,1650,1.53
1.846,1650,1.35
1.848,1650,1.28
1.850,1650,1.63
1.852,1650,2.10
1.854,1650,2.17
1.856,1650,2.42
1.858,1650,3.13
1.860,1650,3.70
1.862,1650,3.95
1.864,1650,3.74
1.866,1650,3.63
1.868,1650,2.96
1.870,1650,2.31
1.872,1650,2.46
1.874,1650,2.13
1.876,1650,1.67
1.878,1650,1.56
1.880,1650,1.28
1.882,1650,0.81
1.884,1650,1.17
1.886,1650,1.74
1.888,1650,2.56
1.890,1650,2.71
1.892,1650,3.49
1.894,1650,3.35
1.896,1650,3.78
1.898,1650,3.74
1.900,1650,3.24
1.902,1650,2.56
1.904,1650,2.42
1.906,1650,2.13
1.908,1650,1.85
1.910,1650,1.74
1.912,1650,1.67
1.914,1650,1.38
1.916,1650,1.28
1.918,1650,1.67
1.920,1650,2.31
1.922,1650,2.71
1.924,1650,3.38
1.926,1650,3.17
1.928,1650,3.10
1.930,1650,3.10
1.932,1650,3.03
1.934,1650,2.53
1.936,1650,1.96
1.938,1650,1.96
1.940,1650,1.71
1.942,1650,1.81
1.944,1650,2.06
1.946,1650,2.03
1.948,1650,2.31
1.950,1650,2.13
1.952,1650,2.28
1.954,1650,2.35
1.956,1650,2.85
1.958,1650,3.42
1.960,1650,3.06
1.962,1650,2.88
1.964,1650,2.42
1.966,1650,2.53
1.968,1650,1.99
1.970,1650,2.21
1.972,1650,2.53
1.974,1650,2.03
1.976,1650,1.53
1.978,1650,2.10
1.980,1650,2.42
1.982,1650,2.74
1.984,1650,2.63
1.986,1650,2.63
1.988,1650,2.63
1.990,1650,2.63
1.992,1650,2.56
1.994,1650,2.53
1.996,1650,2.13
1.998,1650,2.53
2.000,1650,1.99
2.002,1650,2.06
2.004,1650,2.13
2.006,1650,2.35
2.008,1650,2.46
2.010,1650,2.13
2.012,1650,2.46
2.014,1650,2.88
2.016,1650,2.81
2.018,1650,2.92
2.020,1650,2.81
2.022,1650,2.78
2.024,1650,2.63
2.026,1650,2.31
2.028,1650,2.13
2.030,1650,2.13
2.032,1650,2.46
2.034,1650,1.92
2.036,1650,1.42
2.038,1650,1.99
2.040,1650,2.24
2.042,1650,2.60
2.044,1650,2.38
2.046,1650,2.99
2.048,1650,2.71
2.050,1650,2.81
2.052,1650,2.53
2.054,1650,3.10
2.056,1650,2.74
2.058,1650,2.38
2.060,1650,2.03
2.062,1650,2.24
2.064,1650,2.38
2.066,1650,2.35
2.068,1650,2.03
2.070,1650,2.21
2.072,1650,2.17
2.074,1650,2.35
2.076,1650,2.53
2.078,1650,2.53
2.080,1650,2.71
2.082,1650,2.56
2.084,1650,2.35
2.086,1650,2.60
2.088,1650,2.71
2.090,1650,2.71
2.092,1650,2.35
2.094,1650,2.42
2.096,1650,2.31
2.098,1650,2.31
2.100,1650,2.24
2.102,1650,2.28
2.104,1650,2.31
2.106,1650,1.96
2.108,1650,2.49
2.110,1650,2.67
2.112,1650,2.81
2.114,1650,2.88
2.116,1650,2.67
2.118,1650,2.63
2.120,1650,2.42
2.122,1650,2.17
2.124,1650,2.31
2.126,1650,2.24
2.128,1650,2.60
2.130,1650,2.60
2.132,1650,2.13
2.134,1650,1.96
2.136,1650,2.35
2.138,1650,2.35
2.140,1650,2.60
2.142,1650,2.49
2.144,1650,2.24
2.146,1650,2.53
2.148,1650,2.85
2.150,1650,2.60
2.152,1650,2.53
2.154,1650,2.49
2.156,1650,2.35
2.158,1650,2.13
2.160,1650,2.46
2.162,1650,2.60
2.164,1650,2.49
2.166,1650,2.53
2.168,1650,2.63
2.170,1650,2.24
2.172,1650,2.17
2.174,1650,2.46
2.176,1650,2.21
2.178,1650,2.38
2.180,1650,2.49
2.182,1650,2.46
2.184,1650,2.38
2.186,1650,2.53
2.188,1650,2.38
2.190,1650,2.53
2.192,1650,2.03
2.194,1650,2.10
2.196,1650,2.42
2.198,1650,2.88
2.200,1650,2.71
2.202,1650,2.49
2.204,1650,2.24
2.206,1650,2.63
2.208,1650,2.28
2.210,1650,2.46
2.212,1650,2.56
2.214,1650,2.53
2.216,1650,2.31
2.218,1650,2.35
2.220,1650,2.49
2.222,1650,2.53
2.224,1650,2.28
2.226,1650,2.24
2.228,1650,2.17
2.230,1650,2.42
2.232,1650,2.28
2.234,1650,2.67
2.236,1650,2.35
2.238,1650,2.49
2.240,1650,2.21
2.242,1650,2.49
2.244,1650,2.46
2.246,1650,2.60
2.248,1650,2.31
2.250,1650,2.13
2.252,1650,2.38
2.254,1650,2.13
2.256,1650,2.21
2.258,1650,2.49
2.260,1650,2.21
2.262,1650,2.35
2.264,1650,2.49
2.266,1650,2.49
2.268,1650,2.31
2.270,1650,2.74
2.272,1650,2.67
2.274,1650,2.60
2.276,1650,2.13
2.278,1650,2.46
2.280,1650,2.28
2.282,1650,2.74
2.284,1650,2.67
2.286,1650,2.42
2.288,1650,2.21
2.290,1650,2.38
2.292,1650,2.10
2.294,1650,2.46
2.296,1650,2.92
2.298,1650,2.60
2.300,1650,2.28
2.302,1650,2.13
2.304,1650,2.42
2.306,1650,2.46
2.308,1650,2.49
2.310,1650,2.67
2.312,1650,2.71
2.314,1650,2.21
2.316,1650,2.21
2.318,1650,2.46
2.320,1650,2.56
2.322,1650,2.35
2.324,1650,2.24
2.326,1650,2.42
2.328,1650,2.63
2.330,1650,2.67
2.332,1650,2.35
2.334,1650,2.38
2.336,1650,2.35
2.338,1650,2.35
2.340,1650,2.38
2.342,1650,2.78
2.344,1650,2.81
2.346,1650,2.49
2.348,1650,2.46
2.350,1650,2.31
2.352,1650,2.28
2.354,1650,2.60
2.356,1650,2.13
2.358,1650,2.60
2.360,1650,2.10
2.362,1650,2.49
2.364,1650,2.13
2.366,1650,2.81
2.368,1650,2.56
2.370,1650,2.28
2.372,1650,2.13
2.374,1650,2.46
2.376,1650,2.17
2.378,1650,2.46
2.380,1650,2.46
2.382,1650,2.38
2.384,1650,2.28
2.386,1650,2.60
2.388,1650,2.35
2.390,1650,2.49
2.392,1650,2.46
2.394,1650,2.53
2.396,1650,2.13
2.398,1650,2.24
2.400,1650,2.38
2.402,1650,2.78
2.404,1650,2.49
2.406,1650,2.35
2.408,1650,2.13
2.410,1650,2.38
2.412,1650,2.53
2.414,1650,2.85
2.416,1650,2.56
2.418,1650,2.53
2.420,1650,2.24
2.422,1650,2.46
2.424,1650,2.17
2.426,1650,2.46
2.428,1650,2.28
2.430,1650,2.24
2.432,1650,2.28
2.434,1650,2.53
2.436,1650,2.74
2.438,1650,2.74
2.440,1650,2.24
2.442,1650,2.35
2.444,1650,2.17
2.446,1650,2.63
2.448,1650,2.46
2.450,1850,2.63
2.452,1850,2.63
2.454,1850,2.31
2.456,1850,2.13
2.458,1850,2.42
2.460,1850,2.42
2.462,1850,2.56
2.464,1850,3.56
2.466,1850,5.02
2.468,1850,7.24
2.470,1850,10.24
2.472,1850,11.91
2.474,1850,13.20
2.476,1850,13.48
2.478,1850,11.52
2.480,1850,9.56
2.482,1850,9.13
2.484,1850,8.27
2.486,1850,7.09
2.488,1850,6.60
2.490,1850,6.31
2.492,1850,5.49
2.494,1850,5.13
2.496,1850,6.88
2.498,1850,8.02
2.500,1850,8.45
2.502,1850,9.02
2.504,1850,9.84
2.506,1850,8.38
2.508,1850,8.63
2.510,1850,9.74
2.512,1850,9.45
2.514,1850,9.52
2.516,1850,9.77
2.518,1850,8.56
2.520,1850,6.74
2.522,1850,7.24
2.524,1850,8.09
2.526,1850,7.52
2.528,1850,8.84
2.530,1850,9.70
2.532,1850,8.52
2.534,1850,7.81
2.536,1850,8.77
