time (s),input (us),force (lb)
0.740,1831,7.94
0.742,1831,6.83
0.744,1832,8.29
0.746,1832,8.04
0.748,1832,7.26
0.750,1833,8.26
0.752,1833,8.12
0.754,1834,7.15
0.756,1834,7.65
0.758,1834,8.47
0.760,1835,8.15
0.762,1835,7.51
0.764,1836,7.79
0.766,1836,8.65
0.768,1836,7.12
0.770,1837,7.79
0.772,1837,8.54
0.774,1838,8.22
0.776,1838,8.44
0.778,1838,8.58
0.780,1839,8.29
0.782,1839,7.58
0.784,1840,7.33
0.786,1840,9.26
0.788,1840,7.15
0.790,1841,7.33
0.792,1841,8.69
0.794,1841,8.29
0.796,1842,7.90
0.798,1842,8.54
0.800,1843,8.72
0.802,1843,8.01
0.804,1843,7.22
0.806,1844,9.61
0.808,1844,7.97
0.810,1845,7.37
0.812,1845,8.83
0.814,1845,8.58
0.816,1846,8.04
0.818,1846,8.40
0.820,1847,9.11
0.822,1847,8.47
0.824,1847,7.29
0.826,1848,9.22
0.828,1848,8.47
0.830,1849,7.26
0.832,1849,9.33
0.834,1849,8.94
0.836,1850,8.58
0.838,1850,8.90
0.840,1851,9.51
0.842,1851,8.62
0.844,1851,7.04
0.846,1852,9.26
0.848,1852,8.47
0.850,1852,7.04
0.852,1853,9.11
0.854,1853,9.29
0.856,1854,8.62
0.858,1854,9.01
0.860,1854,9.94
0.862,1855,8.83
0.864,1855,7.47
0.866,1856,9.90
0.868,1856,8.29
0.870,1856,7.15
0.872,1857,9.79
0.874,1857,9.08
0.876,1857,8.40
0.878,1858,8.87
0.880,1858,9.47
0.882,1859,8.51
0.884,1859,8.40
0.886,1859,10.26
0.888,1860,7.65
0.890,1860,7.79
0.892,1861,10.22
0.894,1861,8.94
0.896,1861,8.47
0.898,1862,9.79
0.900,1862,10.11
0.902,1862,8.08
0.904,1863,8.40
0.906,1863,9.72
0.908,1864,7.22
0.910,1864,8.65
0.912,1864,10.36
0.914,1865,8.94
0.916,1865,9.40
0.918,1865,10.19
0.920,1866,8.97
0.922,1866,7.87
0.924,1866,9.72
0.926,1867,9.36
0.928,1867,7.15
0.930,1868,10.01
0.932,1868,10.22
0.934,1868,8.76
0.936,1869,9.44
0.938,1869,9.86
0.940,1869,8.44
0.942,1870,8.01
0.944,1870,10.61
0.946,1870,8.22
0.948,1871,8.08
0.950,1871,10.76
0.952,1871,9.33
0.954,1872,9.26
0.956,1872,10.76
0.958,1872,9.54
0.960,1873,8.04
0.962,1873,9.11
0.964,1873,10.08
0.966,1874,7.29
0.968,1874,9.44
0.970,1875,10.72
0.972,1875,9.15
0.974,1875,9.36
0.976,1876,10.94
0.978,1876,9.29
0.980,1876,8.44
0.982,1877,10.15
0.984,1877,8.44
0.986,1877,8.22
0.988,1877,11.04
0.990,1878,9.61
0.992,1878,9.22
0.994,1878,10.69
0.996,1879,9.51
0.998,1879,8.26
1.000,1879,9.69
1.002,1880,10.15
1.004,1880,7.90
1.006,1880,10.04
1.008,1881,10.54
1.010,1881,8.69
1.012,1881,9.97
1.014,1882,10.97
1.016,1882,8.76
1.018,1882,9.26
1.020,1882,10.86
1.022,1883,8.51
1.024,1883,8.79
1.026,1883,11.01
1.028,1884,9.47
1.030,1884,9.36
1.032,1884,10.97
1.034,1884,10.01
1.036,1885,8.69
1.038,1885,11.01
1.040,1885,9.36
1.042,1886,8.22
1.044,1886,10.86
1.046,1886,9.86
1.048,1886,9.54
1.050,1887,11.22
1.052,1887,10.83
1.054,1887,7.90
1.056,1887,10.08
1.058,1888,10.44
1.060,1888,8.29
1.062,1888,10.61
1.064,1889,10.58
1.066,1889,8.65
1.068,1889,10.76
1.070,1889,11.33
1.072,1889,8.54
1.074,1890,9.36
1.076,1890,10.86
1.078,1890,8.15
1.080,1890,9.65
1.082,1891,11.04
1.084,1891,8.83
1.086,1891,9.76
1.088,1891,11.61
1.090,1892,9.01
1.092,1892,8.97
1.094,1892,11.22
1.096,1892,8.62
1.098,1892,9.11
1.100,1893,11.86
1.102,1893,9.72
1.104,1893,9.54
1.106,1893,11.65
1.108,1893,10.04
1.110,1894,8.69
1.112,1894,11.01
1.114,1894,9.01
1.116,1894,8.62
1.118,1894,11.86
1.120,1895,10.51
1.122,1895,9.51
1.124,1895,11.33
1.126,1895,10.29
1.128,1895,8.58
1.130,1895,11.18
1.132,1896,9.65
1.134,1896,8.19
1.136,1896,11.15
1.138,1896,10.47
1.140,1896,9.47
1.142,1896,11.40
1.144,1897,11.04
1.146,1897,8.65
1.148,1897,11.15
1.150,1897,10.40
1.152,1897,8.04
1.154,1897,11.36
1.156,1897,11.01
1.158,1897,9.29
1.160,1898,11.22
1.162,1898,11.04
1.164,1898,8.12
1.166,1898,10.40
1.168,1898,10.90
1.170,1898,8.04
1.172,1898,10.83
1.174,1898,11.36
1.176,1898,9.33
1.178,1898,11.29
1.180,1899,11.61
1.182,1899,8.29
1.184,1899,9.94
1.186,1899,11.26
1.188,1899,8.19
1.190,1899,10.19
1.192,1899,11.54
1.194,1899,9.01
1.196,1899,10.86
1.198,1899,11.76
1.200,1899,8.69
1.202,1899,9.61
1.204,1899,10.94
1.206,1899,8.40
1.208,1899,10.22
1.210,1899,11.86
1.212,1899,9.15
1.214,1899,10.19
1.216,1899,11.79
1.218,1899,8.69
1.220,1899,8.97
1.222,1899,11.36
1.224,1899,8.69
1.226,1899,10.04
1.228,1899,11.86
1.230,1899,9.33
1.232,1899,9.58
1.234,1899,12.01
1.236,1899,9.08
1.238,1899,9.36
1.240,1899,11.72
1.242,1899,8.44
1.244,1899,9.19
1.246,1899,12.04
1.248,1899,9.22
1.250,1899,9.47
1.252,1899,12.04
1.254,1899,9.54
1.256,1899,8.58
1.258,1899,11.51
1.260,1899,8.62
1.262,1899,8.69
1.264,1899,11.86
1.266,1899,9.79
1.268,1899,9.58
1.270,1898,12.08
1.272,1898,9.72
1.274,1898,8.54
1.276,1898,11.65
1.278,1898,9.40
1.280,1898,8.94
1.282,1898,11.90
1.284,1898,10.44
1.286,1898,9.54
1.288,1897,11.83
1.290,1897,9.90
1.292,1897,8.37
1.294,1897,11.15
1.296,1897,9.44
1.298,1897,8.44
1.300,1897,12.18
1.302,1896,11.33
1.304,1896,9.79
1.306,1896,11.79
1.308,1896,10.26
1.310,1896,8.37
1.312,1895,11.33
1.314,1895,9.83
1.316,1895,8.83
1.318,1895,11.90
1.320,1895,10.69
1.322,1894,9.40
1.324,1894,11.58
1.326,1894,10.83
1.328,1894,8.62
1.330,1894,11.36
1.332,1893,10.44
1.334,1893,8.08
1.336,1893,11.58
1.338,1893,11.47
1.340,1892,9.22
1.342,1892,11.61
1.344,1892,11.26
1.346,1892,8.29
1.348,1891,10.86
1.350,1891,10.01
1.352,1891,7.58
1.354,1890,10.94
1.356,1890,11.61
1.358,1890,9.01
1.360,1890,11.40
1.362,1889,11.11
1.364,1889,8.04
1.366,1889,10.19
1.368,1888,10.69
1.370,1888,7.69
1.372,1888,10.83
1.374,1887,11.47
1.376,1887,8.97
1.378,1887,10.04
1.380,1886,11.43
1.382,1886,8.40
1.384,1886,9.29
1.386,1885,11.43
1.388,1885,8.15
1.390,1884,9.36
1.392,1884,11.22
1.394,1884,8.97
1.396,1883,9.29
1.398,1883,11.36
1.400,1882,8.83
1.402,1882,8.87
1.404,1882,11.01
1.406,1881,8.51
1.408,1881,8.76
1.410,1880,11.40
1.412,1880,9.76
1.414,1879,9.61
1.416,1879,10.90
1.418,1879,9.40
1.420,1878,8.44
1.422,1878,10.76
1.424,1877,9.15
1.426,1877,8.12
1.428,1876,10.90
1.430,1876,9.44
1.432,1875,9.08
1.434,1875,11.08
1.436,1874,10.19
1.438,1874,8.08
1.440,1873,9.83
1.442,1873,9.94
1.444,1872,7.58
1.446,1872,10.11
1.448,1871,9.94
1.450,1871,8.04
1.452,1870,9.69
1.454,1870,10.72
1.456,1869,8.65
1.458,1868,8.90
1.460,1868,10.47
1.462,1867,7.83
1.464,1867,8.72
1.466,1866,10.58
1.468,1866,8.90
1.470,1865,9.40
1.472,1864,10.51
1.474,1864,9.26
1.476,1863,7.76
1.478,1863,9.58
1.480,1862,8.97
1.482,1861,7.72
1.484,1861,10.19
1.486,1860,9.44
1.488,1859,7.47
1.490,1859,9.83
1.492,1858,9.86
1.494,1858,8.47
1.496,1857,8.62
1.498,1856,10.26
1.500,1856,7.79
1.502,1855,8.22
1.504,1854,10.11
1.506,1854,8.97
1.508,1853,9.26
1.510,1852,9.90
1.512,1851,8.87
1.514,1851,7.76
1.516,1850,8.90
1.518,1849,8.90
1.520,1849,7.65
1.522,1848,9.58
1.524,1847,9.19
1.526,1846,8.26
1.528,1846,8.54
1.530,1845,9.08
1.532,1844,8.58
1.534,1844,8.08
1.536,1843,9.76
1.538,1842,8.08
1.540,1841,7.29
1.542,1840,9.40
1.544,1840,8.44
1.546,1839,7.62
1.548,1838,8.62
1.550,1837,9.19
1.552,1837,8.12
1.554,1836,7.37
1.556,1835,8.97
1.558,1834,7.29
1.560,1833,7.65
1.562,1833,9.65
1.564,1832,8.47
1.566,1831,7.58
1.568,1830,8.19
1.570,1829,8.69
1.572,1828,7.26
1.574,1828,7.22
1.576,1827,9.47
1.578,1826,6.83
1.580,1825,7.12
1.582,1824,8.40
1.584,1823,7.58
1.586,1822,7.40
1.588,1822,8.37
1.590,1821,8.65
1.592,1820,7.72
1.594,1819,6.94
1.596,1818,8.97
1.598,1817,6.94
1.600,1816,6.65
1.602,1815,7.90
1.604,1814,7.37
1.606,1813,6.87
1.608,1813,7.44
1.610,1812,7.79
1.612,1811,7.65
1.614,1810,6.44
1.616,1809,7.51
1.618,1808,6.97
1.620,1807,6.72
1.622,1806,7.69
1.624,1805,7.90
1.626,1804,7.01
1.628,1803,7.37
1.630,1802,7.47
1.632,1801,7.01
1.634,1800,6.47
1.636,1799,6.19
1.638,1798,7.29
1.640,1797,6.44
1.642,1796,6.87
1.644,1795,7.19
1.646,1794,6.87
1.648,1793,6.69
1.650,1792,6.47
1.652,1791,7.12
1.654,1790,6.58
1.656,1789,6.62
1.658,1788,6.12
1.660,1787,6.72
1.662,1786,6.62
1.664,1785,6.01
1.666,1784,6.55
1.668,1783,6.51
1.670,1782,6.44
1.672,1781,6.55
1.674,1780,6.12
1.676,1779,6.19
1.678,1778,6.22
1.680,1777,5.90
1.682,1776,6.22
1.684,1775,6.19
1.686,1774,5.65
1.688,1773,5.94
1.690,1772,5.87
1.692,1771,5.51
1.694,1770,5.87
1.696,1769,5.97
1.698,1768,6.01
1.700,1767,6.12
1.702,1766,5.69
1.704,1765,5.15
1.706,1764,5.87
1.708,1762,5.94
1.710,1761,5.30
1.712,1760,5.69
1.714,1759,5.97
1.716,1758,5.51
1.718,1757,5.65
1.720,1756,5.37
1.722,1755,5.33
1.724,1754,5.19
1.726,1753,5.55
1.728,1752,5.30
1.730,1751,5.51
1.732,1750,5.51
1.734,1748,4.94
1.736,1747,4.94
1.738,1746,4.98
1.740,1745,4.69
1.742,1744,5.26
1.744,1743,4.98
1.746,1742,5.33
1.748,1741,5.47
1.750,1740,4.76
1.752,1739,4.83
1.754,1737,5.05
1.756,1736,5.30
1.758,1735,4.51
1.760,1734,4.90
1.762,1733,4.76
1.764,1732,4.40
1.766,1731,4.30
1.768,1730,4.69
1.770,1729,4.44
1.772,1728,4.94
1.774,1726,4.58
1.776,1725,4.69
1.778,1724,4.73
1.780,1723,4.87
1.782,1722,4.40
1.784,1721,4.48
1.786,1720,4.37
1.788,1719,4.26
1.790,1718,4.48
1.792,1717,4.62
1.794,1715,4.55
1.796,1714,4.19
1.798,1713,3.76
1.800,1712,3.83
1.802,1711,4.01
1.804,1710,4.37
1.806,1709,4.65
1.808,1708,4.30
1.810,1707,4.15
1.812,1706,4.12
1.814,1705,3.44
1.816,1703,3.58
1.818,1702,3.73
1.820,1701,4.40
1.822,1700,4.19
1.824,1699,3.69
1.826,1698,4.08
1.828,1697,3.90
1.830,1696,3.58
1.832,1695,3.55
1.834,1694,3.44
1.836,1693,3.90
1.838,1692,3.51
1.840,1691,3.51
1.842,1690,3.62
1.844,1688,3.26
1.846,1687,3.19
1.848,1686,3.87
1.850,1685,3.51
1.852,1684,3.23
1.854,1683,3.51
1.856,1682,3.48
1.858,1681,4.08
1.860,1680,3.80
1.862,1679,3.30
1.864,1678,3.23
1.866,1677,3.48
1.868,1676,3.40
1.870,1675,3.01
1.872,1674,2.73
1.874,1673,2.62
1.876,1672,2.87
1.878,1671,3.12
1.880,1670,3.23
1.882,1669,3.37
1.884,1668,3.37
1.886,1667,3.05
1.888,1666,2.73
1.890,1665,3.23
1.892,1664,2.94
1.894,1663,2.87
1.896,1662,3.01
1.898,1661,2.87
1.900,1660,2.51
1.902,1659,2.80
1.904,1658,2.80
1.906,1657,2.66
1.908,1656,2.66
1.910,1655,2.69
1.912,1654,2.62
1.914,1653,3.30
1.916,1653,2.83
1.918,1652,2.87
1.920,1651,2.51
1.922,1650,2.73
1.924,1649,2.51
1.926,1648,2.44
1.928,1647,2.41
1.930,1646,2.44
1.932,1645,2.33
1.934,1645,2.51
1.936,1644,2.41
1.938,1643,2.41
1.940,1642,2.16
1.942,1641,2.19
1.944,1640,2.48
1.946,1639,2.33
1.948,1639,2.41
1.950,1638,2.19
1.952,1637,2.12
1.954,1636,2.01
1.956,1635,2.19
1.958,1635,2.19
1.960,1634,2.12
1.962,1633,2.26
1.964,1632,2.41
1.966,1631,1.87
1.968,1631,1.98
1.970,1630,2.19
1.972,1629,2.08
1.974,1628,2.01
1.976,1628,2.08
1.978,1627,1.94
1.980,1626,1.83
1.982,1626,2.16
1.984,1625,1.76
1.986,1624,2.08
1.988,1624,1.98
1.990,1623,1.80
1.992,1622,1.51
1.994,1622,1.87
1.996,1621,1.69
1.998,1620,1.83
2.000,1620,1.83
2.002,1619,1.94
2.004,1618,1.51
2.006,1618,1.37
2.008,1617,2.05
2.010,1617,1.73
2.012,1616,1.91
2.014,1615,1.98
2.016,1615,1.55
2.018,1614,1.23
2.020,1614,1.30
2.022,1613,1.41
2.024,1613,1.44
2.026,1612,1.55
2.028,1612,1.08
2.030,1611,1.58
2.032,1611,1.33
2.034,1610,1.44
2.036,1610,1.48
2.038,1609,1.58
2.040,1609,1.83
2.042,1608,2.19
2.044,1608,1.62
2.046,1608,1.19
2.048,1607,1.16
2.050,1607,1.73
2.052,1606,1.23
2.054,1606,1.37
2.056,1606,1.33
2.058,1605,1.41
2.060,1605,0.98
2.062,1605,1.23
2.064,1604,1.16
2.066,1604,1.26
2.068,1604,1.41
2.070,1603,1.76
2.072,1603,1.51
2.074,1603,1.30
2.076,1602,1.05
2.078,1602,1.33
2.080,1602,1.41
2.082,1602,1.33
2.084,1602,1.44
2.086,1601,1.48
2.088,1601,1.16
2.090,1601,0.98
2.092,1601,0.84
2.094,1601,1.16
2.096,1600,1.51
2.098,1600,1.51
2.100,1600,1.37
2.102,1600,1.33
2.104,1600,1.08
2.106,1600,0.91
2.108,1600,1.05
2.110,1600,1.33
2.112,1600,1.37
2.114,1600,1.12
2.116,1600,1.30
2.118,1600,1.19
2.120,1600,1.19
2.122,1600,1.12
2.124,1600,1.19
2.126,1600,1.37
2.128,1600,1.41
2.130,1600,1.41
2.132,1600,1.30
2.134,1600,1.23
2.136,1600,0.80
2.138,1600,0.80
2.140,1600,1.37
2.142,1600,1.30
2.144,1600,1.26
2.146,1600,1.19
2.148,1601,1.33
2.150,1601,1.26
2.152,1601,0.98
2.154,1601,1.55
2.156,1601,1.19
2.158,1602,1.23
2.160,1602,1.55
2.162,1602,1.41
2.164,1602,1.30
2.166,1603,1.26
2.168,1603,0.87
2.170,1603,0.91
2.172,1603,1.23
2.174,1604,1.44
2.176,1604,1.58
2.178,1604,1.55
2.180,1605,1.41
2.182,1605,1.48
2.184,1605,1.05
2.186,1606,1.12
2.188,1606,1.08
2.190,1607,1.12
2.192,1607,1.41
2.194,1608,1.73
2.196,1608,1.41
2.198,1608,1.23
2.200,1609,1.16
2.202,1609,1.33
2.204,1610,1.48
2.206,1610,1.12
2.208,1611,1.58
2.210,1611,1.66
2.212,1612,1.98
2.214,1613,1.66
2.216,1613,1.33
2.218,1614,1.08
2.220,1614,1.16
2.222,1615,1.30
2.224,1616,1.41
2.226,1616,1.73
2.228,1617,1.69
2.230,1618,1.80
2.232,1618,1.48
2.234,1619,1.12
2.236,1620,1.19
2.238,1620,1.26
2.240,1621,1.58
2.242,1622,1.80
2.244,1622,1.87
2.246,1623,1.76
2.248,1624,1.01
2.250,1625,1.26
2.252,1626,1.48
2.254,1626,1.58
2.256,1627,1.80
2.258,1628,1.98
2.260,1629,2.23
2.262,1630,2.12
2.264,1631,1.30
2.266,1631,1.69
2.268,1632,1.44
2.270,1633,1.91
2.272,1634,1.87
2.274,1635,2.26
2.276,1636,2.01
2.278,1637,1.44
2.280,1638,1.76
2.282,1639,1.62
2.284,1640,1.44
2.286,1641,2.44
2.288,1642,2.33
2.290,1643,2.51
2.292,1644,2.01
2.294,1645,1.48
2.296,1646,1.62
2.298,1647,1.87
2.300,1648,2.41
2.302,1649,2.55
2.304,1650,2.51
2.306,1651,2.48
2.308,1652,2.12
2.310,1653,1.98
2.312,1655,2.01
2.314,1656,2.80
2.316,1657,2.58
2.318,1658,2.66
2.320,1659,2.83
2.322,1660,2.23
2.324,1661,1.80
2.326,1663,2.12
2.328,1664,2.62
2.330,1665,2.98
2.332,1666,2.51
2.334,1667,2.41
2.336,1669,2.37
2.338,1670,2.58
2.340,1671,2.83
2.342,1672,2.80
2.344,1674,2.55
2.346,1675,3.08
2.348,1676,2.94
2.350,1678,2.91
2.352,1679,2.80
2.354,1680,2.91
2.356,1682,2.69
2.358,1683,2.98
2.360,1684,2.76
2.362,1685,3.19
2.364,1687,2.69
2.366,1688,2.73
2.368,1690,3.01
2.370,1691,3.01
2.372,1692,2.91
2.374,1694,3.15
2.376,1695,3.15
2.378,1696,3.44
2.380,1698,3.44
2.382,1699,3.58
2.384,1701,3.65
2.386,1702,3.48
2.388,1704,3.33
2.390,1705,3.55
2.392,1706,3.23
2.394,1708,2.94
2.396,1709,3.44
2.398,1711,3.30
2.400,1712,3.44
2.402,1714,3.44
2.404,1715,3.87
2.406,1717,3.94
2.408,1718,3.83
2.410,1720,4.19
2.412,1721,3.73
2.414,1723,3.83
2.416,1724,4.19
2.418,1726,4.08
2.420,1727,4.30
2.422,1729,3.80
2.424,1730,3.90
2.426,1732,4.12
2.428,1733,3.94
2.430,1735,4.01
2.432,1736,4.48
2.434,1738,4.90
2.436,1739,4.58
2.438,1741,4.37
2.440,1742,4.58
2.442,1744,4.69
2.444,1745,4.48
2.446,1747,4.40
2.448,1748,4.65
2.450,1750,4.65
2.452,1751,4.44
2.454,1753,4.58
2.456,1755,4.23
2.458,1756,4.87
2.460,1758,4.83
2.462,1759,5.15
2.464,1761,4.98
2.466,1762,5.37
2.468,1764,5.22
2.470,1765,4.94
2.472,1767,4.98
2.474,1768,5.44
2.476,1770,5.37
2.478,1771,4.87
2.480,1773,5.30
2.482,1775,4.90
2.484,1776,5.30
2.486,1778,5.94
2.488,1779,5.62
2.490,1781,6.05
2.492,1782,5.97
2.494,1784,5.87
2.496,1785,5.87
2.498,1787,5.44
2.500,1788,5.80
2.502,1790,5.97
2.504,1791,5.55
2.506,1793,5.69
2.508,1794,5.87
2.510,1796,6.01
2.512,1797,6.01
2.514,1799,6.30
2.516,1800,6.51
2.518,1802,7.19
2.520,1803,6.47
2.522,1805,6.01
2.524,1806,6.65
2.526,1808,6.15
2.528,1809,5.76
2.530,1811,6.72
2.532,1812,6.47
2.534,1814,7.33
2.536,1815,6.97
2.538,1816,6.72
