time (s),input (us),force (lb)
0.232,1830,7.41
0.234,1831,7.37
0.236,1832,7.59
0.238,1833,7.73
0.240,1835,7.69
0.242,1836,7.19
0.244,1837,7.66
0.246,1838,8.66
0.248,1840,7.23
0.250,1841,7.48
0.252,1842,8.30
0.254,1843,7.87
0.256,1845,8.23
0.258,1846,8.52
0.260,1847,8.91
0.262,1848,8.41
0.264,1850,7.66
0.266,1851,8.94
0.268,1852,8.12
0.270,1853,7.98
0.272,1854,9.02
0.274,1856,8.66
0.276,1857,8.27
0.278,1858,8.87
0.280,1859,9.41
0.282,1860,8.84
0.284,1862,8.02
0.286,1863,9.69
0.288,1864,9.02
0.290,1865,7.84
0.292,1866,9.26
0.294,1867,9.69
0.296,1869,9.05
0.298,1870,9.23
0.300,1871,10.12
0.302,1872,9.12
0.304,1873,7.80
0.306,1874,10.12
0.308,1875,8.73
0.310,1876,7.87
0.312,1877,10.73
0.314,1878,10.05
0.316,1879,8.98
0.318,1880,9.51
0.320,1881,10.66
0.322,1882,8.84
0.324,1883,8.77
0.326,1884,11.08
0.328,1885,8.59
0.330,1886,8.19
0.332,1887,10.51
0.334,1888,9.37
0.336,1888,9.66
0.338,1889,10.87
0.340,1890,10.34
0.342,1891,8.77
0.344,1891,10.34
0.346,1892,10.16
0.348,1893,7.98
0.350,1893,10.73
0.352,1894,10.23
0.354,1895,8.66
0.356,1895,10.30
0.358,1896,10.91
0.360,1896,8.69
0.362,1897,9.44
0.364,1897,11.30
0.366,1897,8.91
0.368,1898,9.62
0.370,1898,11.55
0.372,1898,9.41
0.374,1899,9.87
0.376,1899,11.55
0.378,1899,9.48
0.380,1899,8.69
0.382,1899,10.94
0.384,1899,9.30
0.386,1899,8.80
0.388,1899,11.58
0.390,1899,10.12
0.392,1899,9.87
0.394,1899,11.80
0.396,1899,10.48
0.398,1899,8.59
0.400,1899,11.16
0.402,1898,9.62
0.404,1898,8.55
0.406,1898,11.37
0.408,1897,10.59
0.410,1897,9.66
0.412,1896,11.76
0.414,1896,10.34
0.416,1895,8.30
0.418,1895,11.16
0.420,1894,9.91
0.422,1893,8.37
0.424,1892,11.37
0.426,1891,10.76
0.428,1891,9.37
0.430,1890,11.76
0.432,1889,10.80
0.434,1888,8.23
0.436,1886,9.98
0.438,1885,9.94
0.440,1884,7.84
0.442,1883,11.01
0.444,1882,10.76
0.446,1880,8.84
0.448,1879,11.08
0.450,1877,10.98
0.452,1876,7.87
0.454,1874,9.94
0.456,1873,10.01
0.458,1871,7.55
0.460,1869,10.41
0.462,1868,10.80
0.464,1866,8.19
0.466,1864,9.69
0.468,1862,10.73
0.470,1860,8.05
0.472,1858,8.87
0.474,1856,10.59
0.476,1854,7.94
0.478,1852,8.98
0.480,1849,10.66
0.482,1847,8.34
0.484,1845,9.23
0.486,1842,10.16
0.488,1840,8.41
0.490,1838,7.62
0.492,1835,9.59
0.494,1832,8.02
0.496,1830,7.16
0.498,1827,9.73
0.500,1824,8.23
0.502,1822,7.34
0.504,1819,8.84
0.506,1816,8.73
0.508,1813,7.59
0.510,1810,7.69
0.512,1807,8.62
0.514,1804,6.27
0.516,1801,6.62
0.518,1798,7.87
0.520,1795,6.95
0.522,1792,6.80
0.524,1789,7.37
0.526,1786,7.98
0.528,1783,7.16
0.530,1779,6.16
0.532,1776,7.44
0.534,1773,6.70
0.536,1769,6.09
0.538,1766,6.80
0.540,1763,6.23
0.542,1759,5.52
0.544,1756,6.09
0.546,1752,5.91
0.548,1749,6.09
0.550,1746,6.12
0.552,1742,5.91
0.554,1739,5.77
0.556,1735,5.12
0.558,1732,5.12
0.560,1728,5.52
0.562,1725,5.16
0.564,1721,4.66
0.566,1718,4.95
0.568,1714,4.77
0.570,1711,4.34
0.572,1707,4.88
0.574,1704,4.52
0.576,1701,4.16
0.578,1697,4.20
0.580,1694,4.41
0.582,1690,4.34
0.584,1687,4.20
0.586,1684,3.91
0.588,1680,3.59
0.590,1677,3.27
0.592,1674,3.66
0.594,1671,3.59
0.596,1668,4.09
0.598,1664,3.52
0.600,1661,3.70
0.602,1658,3.48
0.604,1655,3.38
0.606,1652,2.95
0.608,1650,3.09
0.610,1647,3.20
0.612,1644,2.48
0.614,1641,2.41
0.616,1639,2.31
0.618,1636,2.27
0.620,1634,2.23
0.622,1631,2.41
0.624,1629,2.59
0.626,1626,2.52
0.628,1624,1.98
0.630,1622,2.23
0.632,1620,2.09
0.634,1618,2.48
0.636,1616,2.45
0.638,1614,2.02
0.640,1613,2.16
0.642,1611,1.66
0.644,1610,1.56
0.646,1608,1.48
0.648,1607,1.91
0.650,1606,1.91
0.652,1605,1.66
0.654,1604,1.77
0.656,1603,1.81
0.658,1602,1.77
0.660,1601,1.34
0.662,1601,1.63
0.664,1600,1.34
0.666,1600,1.41
0.668,1600,1.02
0.670,1600,1.02
0.672,1600,1.20
0.674,1600,1.16
0.676,1600,1.31
0.678,1600,1.31
0.680,1601,1.16
0.682,1601,1.09
0.684,1602,0.91
0.686,1603,1.13
0.688,1604,1.52
0.690,1605,1.52
0.692,1606,1.63
0.694,1608,1.73
0.696,1609,1.02
0.698,1611,1.48
0.700,1612,1.34
0.702,1614,1.31
0.704,1616,1.48
0.706,1618,1.48
0.708,1621,1.45
0.710,1623,1.13
0.712,1625,1.20
0.714,1628,1.73
0.716,1631,1.70
0.718,1633,2.16
0.720,1636,2.45
0.722,1639,2.09
0.724,1643,1.88
0.726,1646,1.70
0.728,1649,1.56
0.730,1653,1.84
0.732,1656,2.02
0.734,1660,2.41
0.736,1664,2.41
0.738,1667,2.20
0.740,1671,2.45
0.742,1675,2.13
0.744,1679,2.20
0.746,1684,2.77
0.748,1688,3.05
0.750,1692,3.30
0.752,1696,3.16
0.754,1701,3.05
0.756,1705,3.23
0.758,1710,3.45
0.760,1715,3.88
0.762,1719,3.77
0.764,1724,3.63
0.766,1729,4.05
0.768,1734,3.66
0.770,1738,3.27
0.772,1743,3.66
0.774,1748,4.05
0.776,1753,4.34
0.778,1758,4.30
0.780,1763,4.20
0.782,1768,5.02
0.784,1772,4.88
0.786,1777,4.80
0.788,1782,5.16
0.790,1787,5.48
0.792,1792,5.80
0.794,1797,5.95
0.796,1801,5.41
0.798,1806,5.37
0.800,1811,5.55
0.802,1815,5.80
0.804,1820,6.05
0.806,1824,6.59
0.808,1828,6.66
0.810,1833,6.95
0.812,1837,7.23
0.814,1841,7.16
0.816,1845,7.55
0.818,1849,7.77
0.820,1853,7.41
0.822,1856,8.02
0.824,1860,7.52
0.826,1863,7.55
0.828,1867,8.09
0.830,1870,8.27
0.832,1873,8.34
0.834,1876,8.87
0.836,1879,9.34
0.838,1881,9.51
0.840,1884,8.59
0.842,1886,9.84
0.844,1888,9.73
0.846,1890,8.62
0.848,1892,9.48
0.850,1893,9.91
0.852,1895,9.73
0.854,1896,9.41
0.856,1897,10.80
0.858,1898,10.16
0.860,1899,8.59
0.862,1899,10.80
0.864,1899,9.44
0.866,1899,8.30
0.868,1899,11.26
0.870,1899,10.59
0.872,1899,9.26
0.874,1898,10.51
0.876,1897,11.48
0.878,1896,9.34
0.880,1895,10.09
0.882,1893,11.33
0.884,1891,8.19
0.886,1890,9.73
0.888,1887,11.30
0.890,1885,8.98
0.892,1883,10.23
0.894,1880,11.01
0.896,1877,9.30
0.898,1874,9.02
0.900,1871,10.87
0.902,1867,8.66
0.904,1864,9.05
0.906,1860,11.69
0.908,1856,9.23
0.910,1852,9.51
0.912,1848,11.08
0.914,1843,8.80
0.916,1839,7.62
0.918,1834,10.09
0.920,1829,8.37
0.922,1824,7.09
0.924,1819,9.98
0.926,1814,8.80
0.928,1809,7.59
0.930,1803,9.34
0.932,1798,8.52
0.934,1792,6.37
0.936,1787,7.66
0.938,1781,8.09
0.940,1775,6.27
0.942,1769,7.66
0.944,1763,7.52
0.946,1757,6.02
0.948,1752,6.30
0.950,1746,6.59
0.952,1740,5.77
0.954,1734,5.98
0.956,1728,5.20
0.958,1722,5.37
0.960,1716,4.98
0.962,1710,5.20
0.964,1704,5.23
0.966,1698,4.91
0.968,1693,5.23
0.970,1687,4.77
0.972,1682,5.34
0.974,1676,4.70
0.976,1671,3.80
0.978,1666,4.27
0.980,1661,3.38
0.982,1656,3.23
0.984,1651,3.23
0.986,1647,3.30
0.988,1642,3.48
0.990,1638,3.13
0.992,1634,2.95
0.994,1630,2.45
0.996,1626,2.70
0.998,1623,3.02
1.000,1620,2.77
1.002,1617,2.52
1.004,1614,2.38
1.006,1611,2.56
1.008,1609,2.02
1.010,1607,1.63
1.012,1605,1.95
1.014,1603,1.98
1.016,1602,1.63
1.018,1601,1.56
1.020,1600,1.41
1.022,1600,1.41
1.024,1600,1.38
1.026,1600,1.73
1.028,1600,1.23
1.030,1600,1.56
1.032,1601,1.41
1.034,1603,1.63
1.036,1604,1.34
1.038,1606,1.27
1.040,1608,1.13
1.042,1610,1.09
1.044,1612,0.88
1.046,1615,1.45
1.048,1618,0.99
1.050,1622,1.48
1.052,1625,1.23
1.054,1629,1.16
1.056,1633,1.66
1.058,1637,1.66
1.060,1642,2.02
1.062,1647,2.23
1.064,1652,2.13
1.066,1657,2.23
1.068,1662,1.84
1.070,1668,1.77
1.072,1673,1.95
1.074,1679,2.06
1.076,1685,2.59
1.078,1691,2.63
1.080,1698,2.63
1.082,1704,2.63
1.084,1711,2.88
1.086,1717,3.34
1.088,1724,3.91
1.090,1731,4.16
1.092,1738,4.27
1.094,1745,4.09
1.096,1751,4.02
1.098,1758,4.16
1.100,1765,4.13
1.102,1772,4.16
1.104,1779,4.59
1.106,1786,4.77
1.108,1792,4.73
1.110,1799,5.37
1.112,1806,5.59
1.114,1812,5.27
1.116,1818,5.70
1.118,1824,6.23
1.120,1830,6.66
1.122,1836,6.84
1.124,1842,7.02
1.126,1847,6.80
1.128,1853,7.23
1.130,1858,7.30
1.132,1862,7.41
1.134,1867,7.87
1.136,1871,8.23
1.138,1875,8.37
1.140,1879,8.73
1.142,1883,8.91
1.144,1886,8.69
1.146,1889,8.73
1.148,1891,9.69
1.150,1893,9.05
1.152,1895,9.37
1.154,1897,9.91
1.156,1898,9.48
1.158,1899,9.34
1.160,1899,10.23
1.162,1899,10.94
1.164,1899,9.30
1.166,1899,10.12
1.168,1898,11.16
1.170,1897,8.23
1.172,1895,9.30
1.174,1893,11.05
1.176,1891,9.48
1.178,1888,10.44
1.180,1885,11.58
1.182,1882,9.84
1.184,1878,8.48
1.186,1874,11.12
1.188,1870,9.30
1.190,1865,8.34
1.192,1860,11.33
1.194,1855,10.09
1.196,1849,9.09
1.198,1844,10.41
1.200,1838,9.51
1.202,1831,7.73
1.204,1825,9.44
1.206,1818,9.12
1.208,1812,6.73
1.210,1805,9.51
1.212,1797,8.84
1.214,1790,6.98
1.216,1783,8.48
1.218,1775,8.37
1.220,1768,6.41
1.222,1760,6.55
1.224,1752,7.44
1.226,1745,5.30
1.228,1737,5.62
1.230,1729,6.73
1.232,1722,5.09
1.234,1714,5.55
1.236,1707,5.98
1.238,1699,5.52
1.240,1692,5.30
1.242,1685,4.59
1.244,1678,4.48
1.246,1671,4.63
1.248,1665,3.66
1.250,1658,4.27
1.252,1652,3.95
1.254,1646,3.45
1.256,1641,3.23
1.258,1635,3.34
1.260,1630,2.98
1.262,1626,2.77
1.264,1621,2.84
1.266,1617,3.05
1.268,1614,2.16
1.270,1611,2.66
1.272,1608,2.77
1.274,1605,2.23
1.276,1603,1.77
1.278,1602,1.88
1.280,1601,1.70
1.282,1600,1.41
1.284,1600,1.45
1.286,1600,1.56
1.288,1600,1.45
1.290,1601,1.59
1.292,1603,1.77
1.294,1604,1.63
1.296,1607,1.23
1.298,1609,1.77
1.300,1612,1.27
1.302,1616,1.31
1.304,1620,1.27
1.306,1624,1.59
1.308,1629,1.66
1.310,1634,1.31
1.312,1639,1.59
1.314,1645,1.45
1.316,1651,1.70
1.318,1658,2.02
1.320,1664,2.09
1.322,1671,1.95
1.324,1679,1.77
1.326,1686,1.88
1.328,1694,2.45
1.330,1702,2.48
1.332,1710,2.91
1.334,1718,3.34
1.336,1726,3.52
1.338,1734,3.48
1.340,1743,3.59
1.342,1751,3.77
1.344,1759,4.48
1.346,1768,4.52
1.348,1776,5.12
1.350,1785,4.63
1.352,1793,4.27
1.354,1801,4.23
1.356,1809,4.80
1.358,1816,5.20
1.360,1824,5.95
1.362,1831,6.77
1.364,1838,6.84
1.366,1845,6.80
1.368,1852,6.73
1.370,1858,7.19
1.372,1863,7.41
1.374,1869,7.84
1.376,1874,7.91
1.378,1879,8.73
1.380,1883,7.87
1.382,1886,8.19
1.384,1890,8.59
1.386,1893,9.16
1.388,1895,9.69
1.390,1897,9.91
1.392,1898,10.59
1.394,1899,10.51
1.396,1899,8.66
1.398,1899,10.01
1.400,1899,9.80
1.402,1898,8.55
1.404,1896,9.69
1.406,1894,10.55
1.408,1891,9.69
1.410,1888,10.01
1.412,1884,11.41
1.414,1880,10.16
1.416,1875,8.80
1.418,1870,11.37
1.420,1865,9.44
1.422,1859,8.37
1.424,1852,11.05
1.426,1846,10.01
1.428,1839,8.94
1.430,1831,9.80
1.432,1824,9.55
1.434,1816,7.23
1.436,1807,8.94
1.438,1799,8.55
1.440,1790,6.37
1.442,1782,8.77
1.444,1773,8.73
1.446,1764,6.37
1.448,1755,6.91
1.450,1746,7.66
1.452,1736,5.80
1.454,1727,5.37
1.456,1718,6.77
1.458,1710,5.05
1.460,1701,4.38
1.462,1692,5.73
1.464,1684,4.73
1.466,1676,4.41
1.468,1668,4.63
1.470,1660,4.59
1.472,1653,4.20
1.474,1646,3.88
1.476,1640,3.73
1.478,1633,3.09
1.480,1628,2.95
1.482,1623,2.48
1.484,1618,2.91
1.486,1614,2.45
1.488,1610,1.98
1.490,1607,2.48
1.492,1604,2.48
1.494,1602,1.52
1.496,1601,1.63
1.498,1600,1.81
1.500,1600,1.23
1.502,1600,1.56
1.504,1601,2.02
1.506,1602,1.27
1.508,1604,1.27
1.510,1607,1.52
1.512,1610,1.23
1.514,1614,0.95
1.516,1618,1.66
1.518,1623,1.59
1.520,1629,1.56
1.522,1634,1.41
1.524,1641,1.63
1.526,1648,1.66
1.528,1655,1.77
1.530,1662,1.66
1.532,1670,2.13
1.534,1679,2.23
1.536,1687,2.41
1.538,1696,2.09
1.540,1706,2.23
1.542,1715,2.27
1.544,1724,2.88
1.546,1734,3.23
1.548,1744,3.20
1.550,1753,3.70
1.552,1763,4.16
1.554,1773,4.34
1.556,1782,4.30
1.558,1792,5.52
1.560,1801,5.45
1.562,1810,5.30
1.564,1819,4.91
1.566,1828,5.02
1.568,1836,5.70
1.570,1844,6.34
1.572,1851,6.95
1.574,1858,7.27
1.576,1865,7.94
1.578,1871,7.62
1.580,1876,7.55
1.582,1881,8.23
1.584,1886,7.91
1.586,1890,8.91
1.588,1893,9.12
1.590,1896,9.73
1.592,1898,9.91
1.594,1899,9.30
1.596,1899,10.01
1.598,1899,10.30
1.600,1899,9.16
1.602,1897,10.55
1.604,1895,9.98
1.606,1893,9.05
1.608,1889,9.80
1.610,1885,10.01
1.612,1881,9.16
1.614,1875,9.55
1.616,1869,11.55
1.618,1863,9.80
1.620,1856,8.73
1.622,1849,11.44
1.624,1841,8.73
1.626,1833,8.05
1.628,1824,10.37
1.630,1815,9.02
1.632,1806,8.80
1.634,1796,9.62
1.636,1786,8.48
1.638,1776,6.59
1.640,1766,7.62
1.642,1756,7.02
1.644,1745,5.34
1.646,1735,7.52
1.648,1725,7.12
1.650,1714,5.70
1.652,1704,6.27
1.654,1695,5.91
1.656,1685,4.84
1.658,1676,4.34
1.660,1667,5.16
1.662,1659,4.63
1.664,1650,3.41
1.666,1643,3.45
1.668,1636,3.34
1.670,1629,2.81
1.672,1623,3.23
1.674,1618,3.20
1.676,1613,3.48
1.678,1609,2.56
1.680,1606,2.41
1.682,1603,2.52
1.684,1601,1.81
1.686,1600,1.41
1.688,1600,2.09
1.690,1600,1.70
1.692,1601,1.02
1.694,1603,1.59
1.696,1605,1.56
1.698,1608,0.77
1.700,1612,0.81
1.702,1617,1.56
1.704,1623,1.41
1.706,1629,1.81
1.708,1635,1.77
1.710,1642,1.56
1.712,1650,1.31
1.714,1659,1.41
1.716,1667,1.52
1.718,1677,1.66
1.720,1686,2.16
1.722,1696,2.66
1.724,1706,2.48
1.726,1717,2.48
1.728,1728,2.56
1.730,1738,2.70
1.732,1749,2.63
1.734,1760,3.41
1.736,1771,4.16
1.738,1782,4.59
1.740,1792,5.52
1.742,1803,5.37
1.744,1813,5.52
1.746,1822,5.16
1.748,1832,5.02
1.750,1841,5.66
1.752,1849,5.98
1.754,1857,7.12
1.756,1865,7.52
1.758,1871,8.27
1.760,1877,8.05
1.762,1883,7.66
1.764,1888,7.77
1.766,1892,8.19
1.768,1895,9.16
1.770,1897,9.48
1.772,1899,9.62
1.774,1899,9.62
1.776,1899,10.23
1.778,1898,8.94
1.780,1897,9.30
1.782,1894,10.12
1.784,1891,9.16
1.786,1887,9.76
1.788,1882,10.69
1.790,1876,9.59
1.792,1870,9.48
1.794,1863,11.01
1.796,1855,10.16
1.798,1847,8.12
1.800,1838,10.76
1.802,1828,9.09
1.804,1818,7.62
1.806,1808,10.16
1.808,1798,9.55
1.810,1787,7.34
1.812,1776,8.59
1.814,1764,8.87
1.816,1753,6.27
1.818,1741,6.34
1.820,1730,7.48
1.822,1719,4.66
1.824,1708,5.27
1.826,1697,6.98
1.828,1686,5.09
1.830,1676,5.16
1.832,1666,4.91
1.834,1657,4.63
1.836,1648,3.98
1.838,1640,3.70
1.840,1632,3.80
1.842,1625,3.38
1.844,1619,2.88
1.846,1614,3.16
1.848,1609,2.48
1.850,1606,2.52
1.852,1603,2.16
1.854,1601,2.41
1.856,1600,2.13
1.858,1600,1.38
1.860,1600,1.66
1.862,1602,1.59
1.864,1604,1.23
1.866,1608,1.88
1.868,1612,1.77
1.870,1617,1.13
1.872,1623,1.20
1.874,1630,1.56
1.876,1637,1.13
1.878,1646,1.23
1.880,1654,1.98
1.882,1664,1.88
1.884,1674,1.48
1.886,1684,2.09
1.888,1695,2.06
1.890,1706,2.41
1.892,1718,2.70
1.894,1730,2.84
1.896,1741,2.95
1.898,1753,3.34
1.900,1765,3.16
1.902,1777,3.52
1.904,1789,4.09
1.906,1800,5.02
1.908,1811,5.80
1.910,1822,6.27
1.912,1832,5.70
1.914,1842,5.34
1.916,1851,5.73
1.918,1860,6.30
1.920,1867,7.12
1.922,1875,8.19
1.924,1881,8.73
1.926,1886,8.77
1.928,1891,8.62
1.930,1894,8.19
1.932,1897,8.02
1.934,1899,8.30
1.936,1899,9.94
1.938,1899,10.05
1.940,1898,9.16
1.942,1896,9.73
1.944,1893,10.01
1.946,1888,9.66
1.948,1883,9.84
1.950,1877,11.55
1.952,1871,10.26
1.954,1863,9.12
1.956,1855,10.62
1.958,1845,8.19
1.960,1836,7.48
1.962,1825,10.12
1.964,1814,9.37
1.966,1803,8.84
1.968,1791,10.41
1.970,1779,9.41
1.972,1767,6.66
1.974,1755,7.27
1.976,1742,7.55
1.978,1730,5.30
1.980,1718,7.05
1.982,1706,7.44
1.984,1694,5.41
1.986,1683,5.09
1.988,1672,4.95
1.990,1661,3.88
1.992,1651,3.52
1.994,1642,4.48
1.996,1634,4.20
1.998,1626,3.27
2.000,1620,3.48
2.002,1614,2.34
2.004,1609,2.38
2.006,1605,2.45
2.008,1602,2.45
2.010,1600,2.66
2.012,1600,1.91
2.014,1600,1.59
2.016,1601,1.66
2.018,1604,1.41
2.020,1607,1.38
2.022,1612,1.77
2.024,1617,1.73
2.026,1623,1.38
2.028,1631,1.06
2.030,1639,1.66
2.032,1648,1.16
2.034,1658,1.38
2.036,1668,2.27
2.038,1679,1.88
2.040,1691,1.66
2.042,1703,1.91
2.044,1715,2.09
2.046,1728,2.38
2.048,1741,2.56
2.050,1753,3.34
2.052,1766,3.23
2.054,1779,3.95
2.056,1792,4.48
2.058,1804,4.91
2.060,1816,5.12
2.062,1827,5.73
2.064,1838,5.91
2.066,1848,6.45
2.068,1857,6.27
2.070,1866,6.34
2.072,1874,6.95
2.074,1881,7.73
2.076,1886,8.09
2.078,1891,8.59
2.080,1895,9.12
2.082,1898,9.12
2.084,1899,9.30
2.086,1899,8.87
2.088,1899,9.94
2.090,1897,10.09
2.092,1894,9.73
2.094,1890,10.05
2.096,1884,10.23
2.098,1878,9.66
2.100,1871,10.01
2.102,1863,10.87
2.104,1854,9.69
2.106,1844,8.73
2.108,1833,10.66
2.110,1822,8.27
2.112,1810,7.69
2.114,1797,10.01
2.116,1785,8.48
2.118,1772,7.73
2.120,1758,9.05
2.122,1745,8.66
2.124,1732,6.30
2.126,1719,6.34
2.128,1706,7.19
2.130,1693,4.38
2.132,1681,5.09
2.134,1669,6.27
2.136,1658,4.30
2.138,1648,4.13
2.140,1638,4.30
2.142,1630,3.41
2.144,1622,2.95
2.146,1616,3.45
2.148,1610,3.23
2.150,1606,3.09
2.152,1602,2.41
2.154,1600,2.16
2.156,1600,2.48
2.158,1600,1.73
2.160,1601,1.70
2.162,1604,2.16
2.164,1608,1.95
2.166,1613,1.34
2.168,1620,1.34
2.170,1627,1.13
2.172,1636,0.77
2.174,1645,1.73
2.176,1655,2.06
2.178,1666,1.63
2.180,1678,1.45
2.182,1690,1.98
2.184,1703,1.81
2.186,1716,1.56
2.188,1730,2.77
2.190,1743,2.98
2.192,1757,3.38
2.194,1771,3.55
2.196,1784,3.34
2.198,1798,3.77
2.200,1811,4.59
2.202,1823,5.05
2.204,1835,6.02
2.206,1846,6.45
2.208,1856,6.45
2.210,1865,6.98
2.212,1874,7.41
2.214,1881,7.27
2.216,1887,8.41
2.218,1892,9.02
2.220,1896,8.62
2.222,1898,8.59
2.224,1899,9.19
2.226,1899,9.02
2.228,1898,9.44
2.230,1895,9.84
2.232,1891,10.69
2.234,1886,10.26
2.236,1880,9.37
2.238,1872,10.80
2.240,1863,9.62
2.242,1854,8.73
2.244,1843,9.73
2.246,1832,9.91
2.248,1820,8.69
2.250,1807,8.87
2.252,1794,9.73
2.254,1780,7.98
2.256,1766,7.59
2.258,1752,8.98
2.260,1738,6.20
2.262,1723,6.16
2.264,1710,7.52
2.266,1696,6.05
2.268,1683,4.98
2.270,1671,5.59
2.272,1659,4.88
2.274,1648,3.77
2.276,1638,3.95
2.278,1629,4.16
2.280,1621,2.84
2.282,1614,2.48
2.284,1609,3.09
2.286,1604,2.38
2.288,1601,2.70
2.290,1600,2.63
2.292,1600,2.27
2.294,1601,2.38
2.296,1603,1.48
2.298,1607,1.59
2.300,1612,1.77
2.302,1619,1.45
2.304,1627,1.73
2.306,1636,1.52
2.308,1646,1.31
2.310,1656,1.20
2.312,1668,1.56
2.314,1681,1.45
2.316,1694,1.23
2.318,1708,1.84
2.320,1722,2.20
2.322,1736,2.52
2.324,1751,3.30
2.326,1766,3.45
2.328,1780,3.70
2.330,1794,3.52
2.332,1808,4.20
2.334,1821,4.55
2.336,1834,5.80
2.338,1845,6.59
2.340,1856,6.37
2.342,1866,6.80
2.344,1875,6.27
2.346,1882,7.16
2.348,1888,7.98
2.350,1893,8.80
2.352,1897,9.41
2.354,1899,10.66
2.356,1899,9.91
2.358,1899,9.44
2.360,1896,9.30
2.362,1893,9.76
2.364,1887,9.23
2.366,1881,10.23
2.368,1873,10.19
2.370,1864,9.26
2.372,1854,9.91
2.374,1843,10.16
2.376,1831,9.23
2.378,1818,9.73
2.380,1804,10.44
2.382,1790,9.05
2.384,1775,8.09
2.386,1760,9.30
2.388,1746,6.09
2.390,1731,5.52
2.392,1716,7.87
2.394,1701,6.98
2.396,1687,5.52
2.398,1674,6.30
2.400,1661,5.55
2.402,1650,3.45
2.404,1639,3.55
2.406,1629,4.16
2.408,1621,2.52
2.410,1614,2.84
2.412,1608,3.91
2.414,1604,2.48
2.416,1601,2.59
2.418,1600,2.23
2.420,1600,2.13
2.422,1602,1.73
2.424,1605,1.88
2.426,1610,2.20
2.428,1616,1.91
2.430,1624,1.16
2.432,1633,1.45
2.434,1643,1.13
2.436,1654,0.84
2.438,1666,1.06
2.440,1679,1.34
2.442,1693,1.48
2.444,1708,1.56
2.446,1723,2.41
2.448,1738,3.02
2.450,1753,2.77
2.452,1769,3.45
2.454,1784,3.02
2.456,1799,3.52
2.458,1813,4.05
2.460,1827,5.02
2.462,1839,5.30
2.464,1851,6.62
2.466,1862,7.05
2.468,1872,6.84
2.470,1880,6.52
2.472,1887,6.77
2.474,1892,7.48
2.476,1896,9.41
2.478,1899,10.69
2.480,1899,10.48
2.482,1899,10.30
2.484,1896,9.44
2.486,1892,9.30
2.488,1886,9.66
2.490,1879,9.09
2.492,1871,10.12
2.494,1861,9.91
2.496,1850,8.91
2.498,1838,9.55
2.500,1824,10.12
2.502,1811,8.98
2.504,1796,9.23
2.506,1781,10.44
2.508,1765,9.09
2.510,1749,7.19
2.512,1734,8.55
2.514,1718,6.27
2.516,1703,4.45
2.518,1688,6.55
2.520,1674,5.66
2.522,1661,4.52
2.524,1648,4.80
2.526,1637,4.70
2.528,1627,2.88
2.530,1619,2.56
2.532,1612,3.30
2.534,1606,3.13
2.536,1602,2.70
2.538,1600,3.09
