time (s),input (us),force (lb)
0.738,1695,3.26
0.740,1697,3.30
0.742,1700,3.26
0.744,1703,3.08
0.746,1706,3.30
0.748,1708,3.58
0.750,1711,3.94
0.752,1714,3.65
0.754,1717,3.37
0.756,1720,3.55
0.758,1723,3.76
0.760,1726,4.05
0.762,1729,3.94
0.764,1733,4.30
0.766,1736,4.05
0.768,1739,3.80
0.770,1742,4.23
0.772,1745,4.23
0.774,1749,4.40
0.776,1752,4.73
0.778,1755,4.62
0.780,1758,4.48
0.782,1762,4.76
0.784,1765,4.76
0.786,1768,4.80
0.788,1771,4.94
0.790,1774,5.40
0.792,1778,5.33
0.794,1781,5.58
0.796,1784,5.44
0.798,1787,5.80
0.800,1790,5.65
0.802,1793,5.94
0.804,1796,5.87
0.806,1799,5.94
0.808,1802,5.94
0.810,1805,6.30
0.812,1808,6.22
0.814,1810,6.08
0.816,1813,5.76
0.818,1816,6.33
0.820,1818,6.80
0.822,1821,6.94
0.824,1823,7.08
0.826,1825,6.87
0.828,1828,7.04
0.830,1830,7.15
0.832,1832,7.37
0.834,1834,6.83
0.836,1836,7.01
0.838,1837,7.51
0.840,1839,7.33
0.842,1840,7.83
0.844,1842,8.19
0.846,1843,8.69
0.848,1844,8.44
0.850,1845,7.87
0.852,1846,8.26
0.854,1847,7.76
0.856,1848,7.69
0.858,1848,8.90
0.860,1849,8.69
0.862,1849,8.54
0.864,1849,8.62
0.866,1849,8.87
0.868,1849,8.51
0.870,1849,7.37
0.872,1849,9.33
0.874,1848,8.37
0.876,1848,7.69
0.878,1847,8.90
0.880,1846,8.97
0.882,1845,8.12
0.884,1844,8.72
0.886,1843,9.33
0.888,1841,8.22
0.890,1840,7.69
0.892,1838,9.54
0.894,1836,8.51
0.896,1835,7.62
0.898,1833,8.94
0.900,1830,8.69
0.902,1828,8.01
0.904,1826,8.72
0.906,1823,8.58
0.908,1821,7.65
0.910,1818,6.69
0.912,1815,8.19
0.914,1812,7.26
0.916,1809,6.62
0.918,1806,8.29
0.920,1803,7.94
0.922,1799,7.26
0.924,1796,7.65
0.926,1793,7.94
0.928,1789,6.90
0.930,1785,6.19
0.932,1782,7.26
0.934,1778,7.04
0.936,1774,5.76
0.938,1770,6.94
0.940,1767,6.40
0.942,1763,5.90
0.944,1759,5.90
0.946,1755,6.40
0.948,1751,5.97
0.950,1747,5.44
0.952,1743,5.94
0.954,1739,5.65
0.956,1735,5.40
0.958,1731,5.37
0.960,1727,5.62
0.962,1723,5.22
0.964,1719,4.55
0.966,1715,5.47
0.968,1712,5.12
0.970,1708,4.94
0.972,1704,4.87
0.974,1701,4.26
0.976,1697,4.01
0.978,1694,4.40
0.980,1690,4.48
0.982,1687,4.01
0.984,1684,4.51
0.986,1681,3.76
0.988,1678,3.12
0.990,1675,3.48
0.992,1672,3.83
0.994,1670,3.48
0.996,1667,3.90
0.998,1665,3.44
1.000,1663,3.30
1.002,1661,3.30
1.004,1659,3.19
1.006,1657,3.30
1.008,1656,3.19
1.010,1654,3.44
1.012,1653,2.58
1.014,1652,2.69
1.016,1651,2.37
1.018,1651,2.48
1.020,1650,3.08
1.022,1650,2.73
1.024,1650,2.69
1.026,1650,2.51
1.028,1650,2.37
1.030,1650,2.58
1.032,1651,2.58
1.034,1652,2.76
1.036,1652,2.55
1.038,1654,2.80
1.040,1655,2.44
1.042,1656,2.16
1.044,1658,2.66
1.046,1660,2.62
1.048,1662,2.30
1.050,1664,2.80
1.052,1667,2.30
1.054,1669,2.73
1.056,1672,2.37
1.058,1675,2.98
1.060,1678,2.80
1.062,1681,2.87
1.064,1684,2.51
1.066,1688,2.80
1.068,1691,3.05
1.070,1695,3.15
1.072,1699,3.51
1.074,1703,3.37
1.076,1707,2.91
1.078,1711,3.01
1.080,1715,3.26
1.082,1719,3.51
1.084,1724,3.90
1.086,1728,4.08
1.088,1733,3.69
1.090,1737,3.80
1.092,1742,4.30
1.094,1746,4.05
1.096,1751,4.26
1.098,1755,4.44
1.100,1760,4.40
1.102,1765,4.51
1.104,1769,4.48
1.106,1774,5.30
1.108,1778,5.37
1.110,1782,5.47
1.112,1787,5.30
1.114,1791,5.12
1.116,1795,5.62
1.118,1799,5.69
1.120,1803,6.05
1.122,1807,6.83
1.124,1811,6.22
1.126,1815,6.47
1.128,1818,6.51
1.130,1822,6.44
1.132,1825,6.76
1.134,1828,6.76
1.136,1831,7.19
1.138,1833,7.04
1.140,1836,6.94
1.142,1838,7.29
1.144,1840,7.51
1.146,1842,8.08
1.148,1844,8.12
1.150,1845,7.79
1.152,1847,7.58
1.154,1848,8.01
1.156,1848,7.97
1.158,1849,7.62
1.160,1849,8.65
1.162,1849,8.62
1.164,1849,8.33
1.166,1849,8.40
1.168,1848,8.72
1.170,1848,8.33
1.172,1846,7.90
1.174,1845,9.26
1.176,1844,8.44
1.178,1842,8.01
1.180,1840,8.72
1.182,1838,8.94
1.184,1835,7.97
1.186,1832,8.47
1.188,1830,9.22
1.190,1826,7.87
1.192,1823,7.29
1.194,1820,8.79
1.196,1816,7.97
1.198,1812,6.62
1.200,1808,8.15
1.202,1804,8.15
1.204,1800,7.01
1.206,1795,7.37
1.208,1791,7.62
1.210,1786,6.83
1.212,1781,6.26
1.214,1777,7.58
1.216,1772,7.47
1.218,1767,5.58
1.220,1762,6.76
1.222,1757,6.30
1.224,1751,5.51
1.226,1746,5.72
1.228,1741,6.05
1.230,1736,5.97
1.232,1731,5.26
1.234,1726,5.58
1.236,1721,5.62
1.238,1716,4.94
1.240,1711,4.73
1.242,1706,4.94
1.244,1702,5.08
1.246,1697,4.62
1.248,1693,4.90
1.250,1689,4.40
1.252,1685,3.76
1.254,1681,4.08
1.256,1677,3.98
1.258,1673,3.55
1.260,1670,3.90
1.262,1667,4.19
1.264,1664,3.90
1.266,1661,3.37
1.268,1659,2.83
1.270,1657,2.83
1.272,1655,2.66
1.274,1653,3.05
1.276,1652,3.08
1.278,1651,3.01
1.280,1650,2.73
1.282,1650,2.58
1.284,1650,2.51
1.286,1650,2.98
1.288,1650,2.87
1.290,1651,3.08
1.292,1652,3.19
1.294,1653,2.41
1.296,1654,2.44
1.298,1656,2.26
1.300,1658,2.33
1.302,1660,2.44
1.304,1663,2.37
1.306,1666,2.73
1.308,1669,2.76
1.310,1673,2.91
1.312,1676,2.58
1.314,1680,2.94
1.316,1684,2.91
1.318,1688,3.30
1.320,1693,3.58
1.322,1697,3.44
1.324,1702,2.91
1.326,1707,3.05
1.328,1712,2.91
1.330,1718,3.15
1.332,1723,3.26
1.334,1728,3.51
1.336,1734,3.62
1.338,1739,3.58
1.340,1745,4.30
1.342,1751,4.05
1.344,1756,3.83
1.346,1762,4.58
1.348,1767,4.48
1.350,1773,4.80
1.352,1778,5.08
1.354,1784,5.08
1.356,1789,4.87
1.358,1794,5.37
1.360,1799,5.37
1.362,1804,5.69
1.364,1809,5.76
1.366,1813,6.22
1.368,1818,6.26
1.370,1822,6.97
1.372,1825,6.94
1.374,1829,6.80
1.376,1832,7.08
1.378,1836,6.87
1.380,1838,6.55
1.382,1841,7.65
1.384,1843,7.65
1.386,1845,7.26
1.388,1846,7.47
1.390,1848,7.79
1.392,1849,7.90
1.394,1849,7.97
1.396,1849,8.01
1.398,1849,9.15
1.400,1849,8.08
1.402,1848,8.29
1.404,1847,8.79
1.406,1846,7.44
1.408,1844,7.94
1.410,1842,8.58
1.412,1839,8.54
1.414,1836,8.29
1.416,1833,9.04
1.418,1830,8.94
1.420,1826,7.76
1.422,1822,7.47
1.424,1818,9.01
1.426,1814,7.12
1.428,1809,7.44
1.430,1804,8.47
1.432,1799,7.69
1.434,1794,7.29
1.436,1788,8.01
1.438,1783,7.51
1.440,1777,7.15
1.442,1771,6.15
1.444,1765,7.15
1.446,1759,6.19
1.448,1753,5.51
1.450,1747,6.15
1.452,1741,5.62
1.454,1735,5.44
1.456,1729,5.40
1.458,1723,5.97
1.460,1717,5.37
1.462,1711,4.65
1.464,1706,5.22
1.466,1700,5.08
1.468,1695,4.65
1.470,1690,4.83
1.472,1685,4.98
1.474,1681,4.26
1.476,1676,3.76
1.478,1672,4.30
1.480,1668,3.51
1.482,1665,3.26
1.484,1662,3.51
1.486,1659,2.98
1.488,1656,2.62
1.490,1654,3.12
1.492,1653,3.40
1.494,1651,3.44
1.496,1650,3.33
1.498,1650,3.26
1.500,1650,2.62
1.502,1650,2.41
1.504,1650,2.48
1.506,1651,3.01
1.508,1653,3.12
1.510,1654,2.44
1.512,1657,2.19
1.514,1659,1.76
1.516,1662,2.26
1.518,1665,2.58
1.520,1669,2.87
1.522,1673,2.76
1.524,1677,2.94
1.526,1682,3.01
1.528,1686,2.83
1.530,1691,2.62
1.532,1697,3.15
1.534,1702,2.91
1.536,1708,2.73
1.538,1714,2.87
1.540,1720,3.08
1.542,1726,3.44
1.544,1733,3.51
1.546,1739,3.58
1.548,1746,3.55
1.550,1752,4.33
1.552,1759,3.94
1.554,1765,4.58
1.556,1771,4.51
1.558,1778,5.05
1.560,1784,4.37
1.562,1790,5.08
1.564,1796,5.08
1.566,1802,5.05
1.568,1807,5.44
1.570,1812,6.44
1.572,1817,6.05
1.574,1822,6.15
1.576,1826,6.44
1.578,1830,6.83
1.580,1834,6.37
1.582,1837,7.15
1.584,1840,7.37
1.586,1843,7.12
1.588,1845,7.22
1.590,1847,7.44
1.592,1848,7.79
1.594,1849,7.90
1.596,1849,7.87
1.598,1849,8.51
1.600,1849,8.40
1.602,1848,8.08
1.604,1847,7.94
1.606,1845,8.62
1.608,1843,8.01
1.610,1840,7.62
1.612,1837,8.33
1.614,1833,8.62
1.616,1829,8.47
1.618,1825,8.76
1.620,1821,8.87
1.622,1816,7.58
1.624,1810,7.54
1.626,1805,8.62
1.628,1799,7.40
1.630,1793,6.40
1.632,1787,7.51
1.634,1780,7.08
1.636,1774,6.51
1.638,1767,7.33
1.640,1760,6.90
1.642,1754,6.40
1.644,1747,5.72
1.646,1740,6.19
1.648,1733,5.76
1.650,1726,4.94
1.652,1719,5.69
1.654,1713,5.26
1.656,1707,5.19
1.658,1700,4.73
1.660,1695,5.12
1.662,1689,4.73
1.664,1683,4.33
1.666,1678,4.69
1.668,1674,4.08
1.670,1669,3.62
1.672,1665,4.05
1.674,1662,3.65
1.676,1659,3.73
1.678,1656,3.05
1.680,1654,3.37
1.682,1652,3.26
1.684,1651,2.37
1.686,1650,2.58
1.688,1650,3.05
1.690,1650,2.48
1.692,1650,2.66
1.694,1652,2.98
1.696,1653,2.98
1.698,1655,2.48
1.700,1658,2.62
1.702,1661,2.91
1.704,1665,2.62
1.706,1669,2.51
1.708,1673,2.23
1.710,1678,2.37
1.712,1683,2.58
1.714,1689,2.87
1.716,1695,3.12
1.718,1701,3.05
1.720,1707,2.91
1.722,1714,3.15
1.724,1721,3.48
1.726,1728,3.37
1.728,1735,3.69
1.730,1742,3.90
1.732,1749,3.94
1.734,1757,3.80
1.736,1764,3.73
1.738,1771,4.33
1.740,1778,4.55
1.742,1785,4.90
1.744,1792,4.80
1.746,1798,5.15
1.748,1804,5.44
1.750,1810,5.69
1.752,1816,6.01
1.754,1821,6.12
1.756,1826,6.37
1.758,1831,6.72
1.760,1835,6.72
1.762,1838,7.12
1.764,1842,6.83
1.766,1844,7.26
1.768,1846,7.19
1.770,1848,7.51
1.772,1849,8.22
1.774,1849,8.12
1.776,1849,8.65
1.778,1849,8.54
1.780,1848,7.76
1.782,1846,7.58
1.784,1844,8.40
1.786,1841,8.12
1.788,1838,7.79
1.790,1834,8.58
1.792,1830,8.58
1.794,1825,7.65
1.796,1820,8.72
1.798,1814,8.62
1.800,1808,8.01
1.802,1802,7.65
1.804,1795,8.94
1.806,1789,6.90
1.808,1782,6.69
1.810,1774,7.65
1.812,1767,6.65
1.814,1759,6.51
1.816,1752,7.26
1.818,1744,6.83
1.820,1737,6.08
1.822,1729,5.55
1.824,1722,6.15
1.826,1714,5.19
1.828,1707,3.80
1.830,1701,4.98
1.832,1694,4.44
1.834,1688,4.30
1.836,1682,4.23
1.838,1676,4.23
1.840,1671,4.33
1.842,1667,3.65
1.844,1663,4.05
1.846,1659,3.65
1.848,1656,3.62
1.850,1654,3.90
1.852,1652,3.19
1.854,1650,3.37
1.856,1650,2.37
1.858,1650,2.62
1.860,1650,2.26
1.862,1651,2.48
1.864,1653,2.94
1.866,1655,3.01
1.868,1658,2.48
1.870,1661,2.58
1.872,1665,2.73
1.874,1670,2.58
1.876,1675,2.66
1.878,1680,3.33
1.880,1686,3.37
1.882,1692,2.91
1.884,1699,3.01
1.886,1706,2.51
1.888,1713,2.69
1.890,1721,3.19
1.892,1728,3.19
1.894,1736,3.87
1.896,1744,3.73
1.898,1752,3.94
1.900,1760,4.05
1.902,1768,4.01
1.904,1776,3.98
1.906,1783,4.76
1.908,1791,5.22
1.910,1798,5.05
1.912,1805,5.33
1.914,1811,5.76
1.916,1817,5.65
1.918,1823,5.97
1.920,1828,6.40
1.922,1833,6.80
1.924,1837,6.72
1.926,1841,7.26
1.928,1844,7.40
1.930,1846,7.76
1.932,1848,8.04
1.934,1849,7.26
1.936,1849,8.04
1.938,1849,8.29
1.940,1848,7.65
1.942,1847,8.22
1.944,1845,8.58
1.946,1842,8.26
1.948,1839,7.94
1.950,1835,8.62
1.952,1830,9.04
1.954,1825,8.15
1.956,1820,7.87
1.958,1813,8.51
1.960,1807,7.15
1.962,1800,7.33
1.964,1793,8.69
1.966,1785,7.47
1.968,1777,7.04
1.970,1769,8.22
1.972,1761,7.19
1.974,1753,5.97
1.976,1745,6.12
1.978,1736,6.55
1.980,1728,5.80
1.982,1720,4.83
1.984,1712,5.65
1.986,1705,5.15
1.988,1698,4.62
1.990,1691,5.12
1.992,1684,4.58
1.994,1678,4.26
1.996,1672,4.33
1.998,1667,4.48
2.000,1663,3.94
2.002,1659,3.94
2.004,1656,3.48
2.006,1653,3.33
2.008,1651,3.12
2.010,1650,2.69
2.012,1650,3.12
2.014,1650,2.76
2.016,1651,2.66
2.018,1652,2.83
2.020,1655,2.62
2.022,1658,2.55
2.024,1661,2.66
2.026,1665,3.26
2.028,1670,2.76
2.030,1676,2.73
2.032,1682,3.05
2.034,1688,3.23
2.036,1695,2.69
2.038,1703,3.12
2.040,1710,2.66
2.042,1718,3.33
2.044,1727,3.40
2.046,1735,3.48
2.048,1744,3.69
2.050,1752,3.83
2.052,1761,4.01
2.054,1769,4.19
2.056,1778,4.51
2.058,1786,4.58
2.060,1794,5.15
2.062,1801,5.65
2.064,1808,5.62
2.066,1815,5.62
2.068,1821,5.76
2.070,1827,5.72
2.072,1832,6.26
2.074,1837,7.04
2.076,1841,7.26
2.078,1844,7.51
2.080,1846,7.72
2.082,1848,8.04
2.084,1849,7.83
2.086,1849,8.01
2.088,1849,8.58
2.090,1848,8.37
2.092,1846,8.01
2.094,1843,8.04
2.096,1839,8.47
2.098,1835,8.33
2.100,1830,8.33
2.102,1825,8.72
2.104,1819,8.79
2.106,1812,7.33
2.108,1805,8.33
2.110,1798,8.04
2.112,1790,6.80
2.114,1781,7.69
2.116,1773,8.22
2.118,1764,6.58
2.120,1755,6.72
2.122,1746,7.15
2.124,1738,6.40
2.126,1729,5.65
2.128,1720,5.90
2.130,1712,5.62
2.132,1704,4.69
2.134,1696,5.05
2.136,1689,4.65
2.138,1682,4.15
2.140,1675,4.51
2.142,1670,4.23
2.144,1665,4.12
2.146,1660,4.12
2.148,1657,3.87
2.150,1654,3.48
2.152,1651,3.15
2.154,1650,3.26
2.156,1650,3.30
2.158,1650,2.76
2.160,1651,2.80
2.162,1653,2.41
2.164,1655,2.69
2.166,1659,2.44
2.168,1663,2.05
2.170,1668,2.91
2.172,1674,2.76
2.174,1680,2.66
2.176,1687,2.41
2.178,1694,2.98
2.180,1702,2.94
2.182,1710,3.12
2.184,1718,3.40
2.186,1727,3.23
2.188,1736,3.65
2.190,1745,3.37
2.192,1755,3.73
2.194,1764,3.65
2.196,1773,4.30
2.198,1782,4.44
2.200,1790,4.62
2.202,1798,4.80
2.204,1806,5.22
2.206,1814,5.58
2.208,1820,5.83
2.210,1827,6.01
2.212,1832,6.37
2.214,1837,6.72
2.216,1841,7.26
2.218,1844,7.40
2.220,1847,7.37
2.222,1849,7.65
2.224,1849,7.79
2.226,1849,8.12
2.228,1848,8.19
2.230,1847,8.26
2.232,1844,9.04
2.234,1841,8.08
2.236,1836,7.51
2.238,1831,8.51
2.240,1825,7.94
2.242,1819,7.72
2.244,1812,8.65
2.246,1804,8.33
2.248,1796,7.90
2.250,1788,8.62
2.252,1779,8.29
2.254,1770,7.33
2.256,1760,6.05
2.258,1751,7.33
2.260,1742,6.26
2.262,1732,5.33
2.264,1723,6.40
2.266,1714,5.22
2.268,1705,4.80
2.270,1697,5.33
2.272,1689,5.51
2.274,1682,5.08
2.276,1675,4.87
2.278,1669,4.33
2.280,1664,3.83
2.282,1659,3.48
2.284,1656,3.51
2.286,1653,3.51
2.288,1651,2.91
2.290,1650,2.62
2.292,1650,3.12
2.294,1650,2.80
2.296,1652,2.16
2.298,1655,2.83
2.300,1658,2.91
2.302,1662,2.98
2.304,1668,2.94
2.306,1674,2.73
2.308,1680,2.62
2.310,1687,2.41
2.312,1695,2.87
2.314,1704,2.80
2.316,1713,3.05
2.318,1722,2.87
2.320,1731,3.30
2.322,1741,3.23
2.324,1751,3.30
2.326,1760,3.76
2.328,1770,3.98
2.330,1779,3.90
2.332,1788,4.44
2.334,1797,5.47
2.336,1806,5.65
2.338,1813,5.69
2.340,1821,6.05
2.342,1827,6.33
2.344,1833,6.30
2.346,1838,6.58
2.348,1842,7.22
2.350,1845,7.54
2.352,1848,7.94
2.354,1849,7.51
2.356,1849,7.76
2.358,1849,7.65
2.360,1847,8.22
2.362,1845,7.97
2.364,1841,8.04
2.366,1837,9.04
2.368,1832,8.47
2.370,1826,8.19
2.372,1819,8.83
2.374,1812,7.83
2.376,1804,7.58
2.378,1795,8.19
2.380,1786,8.40
2.382,1776,7.40
2.384,1767,6.47
2.386,1757,7.47
2.388,1747,5.33
2.390,1737,6.12
2.392,1727,6.51
2.394,1717,5.87
2.396,1708,5.47
2.398,1699,5.65
2.400,1691,5.26
2.402,1683,4.87
2.404,1676,4.65
2.406,1669,4.55
2.408,1664,3.73
2.410,1659,3.30
2.412,1655,3.37
2.414,1652,3.12
2.416,1650,2.91
2.418,1650,2.76
2.420,1650,3.15
2.422,1651,2.66
2.424,1653,2.30
2.426,1656,2.87
2.428,1660,2.83
2.430,1666,2.66
2.432,1672,2.80
2.434,1678,3.15
2.436,1686,2.73
2.438,1694,2.16
2.440,1703,2.55
2.442,1712,2.41
2.444,1722,2.66
2.446,1732,3.05
2.448,1742,3.55
2.450,1752,3.65
2.452,1762,3.94
2.454,1772,4.40
2.456,1782,4.23
2.458,1792,4.55
2.460,1801,4.90
2.462,1809,5.62
2.464,1817,6.05
2.466,1825,5.94
2.468,1831,6.37
2.470,1837,6.37
2.472,1841,6.69
2.474,1845,6.83
2.476,1847,7.12
2.478,1849,8.01
2.480,1849,7.90
2.482,1849,8.33
2.484,1847,8.72
2.486,1845,8.47
2.488,1841,8.37
2.490,1836,8.47
2.492,1830,9.11
2.494,1824,7.94
2.496,1816,8.12
2.498,1808,8.76
2.500,1799,7.33
2.502,1790,7.08
2.504,1780,7.72
2.506,1770,7.62
2.508,1760,6.76
2.510,1749,6.33
2.512,1739,7.08
2.514,1729,5.33
2.516,1718,5.83
2.518,1709,6.15
2.520,1699,5.37
2.522,1690,4.90
2.524,1682,5.51
2.526,1675,4.87
2.528,1668,4.37
2.530,1662,3.76
2.532,1658,3.62
2.534,1654,3.08
2.536,1651,3.05
2.538,1650,2.76
